unit,s_adj,asset10,geo\time,date,value
CLV_PCH_PRE,SCA,N111G,EE,2017-10-01,-7.4 
CLV_PCH_PRE,SCA,N111G,EE,2018-01-01,6.7 
CLV_PCH_PRE,SCA,N111G,EE,2018-04-01,15.8 
CLV_PCH_PRE,SCA,N111G,EL,2015-07-01,-23.9 
CLV_PCH_PRE,SCA,N111G,EL,2015-10-01,5.5 
CLV_PCH_PRE,SCA,N111G,EL,2016-01-01,-3.7 
CLV_PCH_PRE,SCA,N111G,EL,2016-04-01,-1.2 
CLV_PCH_PRE,SCA,N111G,EL,2016-07-01,-3.2 
CLV_PCH_PRE,SCA,N111G,EL,2016-10-01,5.6 
CLV_PCH_PRE,SCA,N111G,EL,2017-01-01,-12.0 
CLV_PCH_PRE,SCA,N111G,EL,2017-04-01,5.2 
CLV_PCH_PRE,SCA,N111G,EL,2017-07-01,-5.0 p
CLV_PCH_PRE,SCA,N111G,EL,2017-10-01,1.1 p
CLV_PCH_PRE,SCA,N111G,EL,2018-01-01,9.8 p
CLV_PCH_PRE,SCA,N111G,EL,2018-04-01,-0.3 p
CLV_PCH_PRE,SCA,N111G,ES,2015-07-01,0.8 
CLV_PCH_PRE,SCA,N111G,ES,2015-10-01,1.4 
CLV_PCH_PRE,SCA,N111G,ES,2016-01-01,2.7 p
CLV_PCH_PRE,SCA,N111G,ES,2016-04-01,1.6 p
CLV_PCH_PRE,SCA,N111G,ES,2016-07-01,1.5 p
CLV_PCH_PRE,SCA,N111G,ES,2016-10-01,2.0 p
CLV_PCH_PRE,SCA,N111G,ES,2017-01-01,2.5 p
CLV_PCH_PRE,SCA,N111G,ES,2017-04-01,2.9 p
CLV_PCH_PRE,SCA,N111G,ES,2017-07-01,2.0 p
CLV_PCH_PRE,SCA,N111G,ES,2017-10-01,1.6 p
CLV_PCH_PRE,SCA,N111G,ES,2018-01-01,2.6 p
CLV_PCH_PRE,SCA,N111G,ES,2018-04-01,0.7 p
CLV_PCH_PRE,SCA,N111G,EU28,2015-07-01,1.2 
CLV_PCH_PRE,SCA,N111G,EU28,2015-10-01,1.5 
CLV_PCH_PRE,SCA,N111G,EU28,2016-01-01,1.3 
CLV_PCH_PRE,SCA,N111G,EU28,2016-04-01,1.5 
CLV_PCH_PRE,SCA,N111G,EU28,2016-07-01,1.6 
CLV_PCH_PRE,SCA,N111G,EU28,2016-10-01,1.2 
CLV_PCH_PRE,SCA,N111G,EU28,2017-01-01,1.7 
CLV_PCH_PRE,SCA,N111G,EU28,2017-04-01,1.5 
CLV_PCH_PRE,SCA,N111G,EU28,2017-07-01,1.1 
CLV_PCH_PRE,SCA,N111G,EU28,2017-10-01,1.2 
CLV_PCH_PRE,SCA,N111G,EU28,2018-01-01,1.2 
CLV_PCH_PRE,SCA,N111G,EU28,2018-04-01,0.6 
CLV_PCH_PRE,SCA,N111G,FI,2015-07-01,2.2 
CLV_PCH_PRE,SCA,N111G,FI,2015-10-01,3.1 
CLV_PCH_PRE,SCA,N111G,FI,2016-01-01,3.4 
CLV_PCH_PRE,SCA,N111G,FI,2016-04-01,2.1 
CLV_PCH_PRE,SCA,N111G,FI,2016-07-01,1.8 
CLV_PCH_PRE,SCA,N111G,FI,2016-10-01,1.4 
CLV_PCH_PRE,SCA,N111G,FI,2017-01-01,0.7 
CLV_PCH_PRE,SCA,N111G,FI,2017-04-01,1.8 
CLV_PCH_PRE,SCA,N111G,FI,2017-07-01,1.6 
CLV_PCH_PRE,SCA,N111G,FI,2017-10-01,1.9 
CLV_PCH_PRE,SCA,N111G,FI,2018-01-01,3.1 
CLV_PCH_PRE,SCA,N111G,FI,2018-04-01,1.7 
CLV_PCH_PRE,SCA,N111G,FR,2015-07-01,0.4 
CLV_PCH_PRE,SCA,N111G,FR,2015-10-01,1.1 
CLV_PCH_PRE,SCA,N111G,FR,2016-01-01,0.2 
CLV_PCH_PRE,SCA,N111G,FR,2016-04-01,1.0 
CLV_PCH_PRE,SCA,N111G,FR,2016-07-01,0.9 
CLV_PCH_PRE,SCA,N111G,FR,2016-10-01,0.7 
CLV_PCH_PRE,SCA,N111G,FR,2017-01-01,1.5 
CLV_PCH_PRE,SCA,N111G,FR,2017-04-01,0.2 
CLV_PCH_PRE,SCA,N111G,FR,2017-07-01,0.7 
CLV_PCH_PRE,SCA,N111G,FR,2017-10-01,0.8 
CLV_PCH_PRE,SCA,N111G,FR,2018-01-01,0.8 
CLV_PCH_PRE,SCA,N111G,FR,2018-04-01,0.1 
CLV_PCH_PRE,SCA,N111G,IE,2015-07-01,7.1 
CLV_PCH_PRE,SCA,N111G,IE,2015-10-01,2.9 
CLV_PCH_PRE,SCA,N111G,IE,2016-01-01,6.5 
CLV_PCH_PRE,SCA,N111G,IE,2016-04-01,9.0 
CLV_PCH_PRE,SCA,N111G,IE,2016-07-01,3.9 
CLV_PCH_PRE,SCA,N111G,IE,2016-10-01,-1.2 
CLV_PCH_PRE,SCA,N111G,IE,2017-01-01,9.4 
CLV_PCH_PRE,SCA,N111G,IE,2017-04-01,2.8 
CLV_PCH_PRE,SCA,N111G,IE,2017-07-01,4.3 
CLV_PCH_PRE,SCA,N111G,IE,2017-10-01,6.6 
CLV_PCH_PRE,SCA,N111G,IE,2018-01-01,1.1 
CLV_PCH_PRE,SCA,N111G,IE,2018-04-01,3.0 
CLV_PCH_PRE,SCA,N111G,IT,2015-07-01,0.2 
CLV_PCH_PRE,SCA,N111G,IT,2015-10-01,0.9 
CLV_PCH_PRE,SCA,N111G,IT,2016-01-01,0.3 
CLV_PCH_PRE,SCA,N111G,IT,2016-04-01,0.3 
CLV_PCH_PRE,SCA,N111G,IT,2016-07-01,0.2 
CLV_PCH_PRE,SCA,N111G,IT,2016-10-01,0.5 
CLV_PCH_PRE,SCA,N111G,IT,2017-01-01,1.5 
CLV_PCH_PRE,SCA,N111G,IT,2017-04-01,0.3 
CLV_PCH_PRE,SCA,N111G,IT,2017-07-01,1.2 
CLV_PCH_PRE,SCA,N111G,IT,2017-10-01,1.5 
CLV_PCH_PRE,SCA,N111G,IT,2018-01-01,0.1 
CLV_PCH_PRE,SCA,N111G,IT,2018-04-01,0.7 
CLV_PCH_PRE,SCA,N111G,LT,2015-07-01,1.2 
CLV_PCH_PRE,SCA,N111G,LT,2015-10-01,-4.2 
CLV_PCH_PRE,SCA,N111G,LT,2016-01-01,-34.2 
CLV_PCH_PRE,SCA,N111G,LT,2016-04-01,83.8 
CLV_PCH_PRE,SCA,N111G,LT,2016-07-01,-4.3 
CLV_PCH_PRE,SCA,N111G,LT,2016-10-01,16.4 
CLV_PCH_PRE,SCA,N111G,LT,2017-01-01,-25.6 
CLV_PCH_PRE,SCA,N111G,LT,2017-04-01,8.2 
CLV_PCH_PRE,SCA,N111G,LT,2017-07-01,-5.8 
CLV_PCH_PRE,SCA,N111G,LT,2017-10-01,3.3 
CLV_PCH_PRE,SCA,N111G,LT,2018-01-01,4.9 
CLV_PCH_PRE,SCA,N111G,LT,2018-04-01,-1.5 
CLV_PCH_PRE,SCA,N111G,LU,2015-07-01,7.3 
CLV_PCH_PRE,SCA,N111G,LU,2015-10-01,0.2 
CLV_PCH_PRE,SCA,N111G,LU,2016-01-01,-7.0 
CLV_PCH_PRE,SCA,N111G,LU,2016-04-01,12.7 
CLV_PCH_PRE,SCA,N111G,LU,2016-07-01,-1.9 
CLV_PCH_PRE,SCA,N111G,LU,2016-10-01,10.3 
CLV_PCH_PRE,SCA,N111G,LU,2017-01-01,-10.5 
CLV_PCH_PRE,SCA,N111G,LU,2017-04-01,3.8 
CLV_PCH_PRE,SCA,N111G,LU,2017-07-01,0.9 
CLV_PCH_PRE,SCA,N111G,LU,2017-10-01,-2.8 
CLV_PCH_PRE,SCA,N111G,LU,2018-01-01,22.2 
CLV_PCH_PRE,SCA,N111G,LU,2018-04-01,-11.0 
CLV_PCH_PRE,SCA,N111G,LV,2015-07-01,-33.2 
CLV_PCH_PRE,SCA,N111G,LV,2015-10-01,9.3 
CLV_PCH_PRE,SCA,N111G,LV,2016-01-01,-5.5 
CLV_PCH_PRE,SCA,N111G,LV,2016-04-01,-14.3 
CLV_PCH_PRE,SCA,N111G,LV,2016-07-01,13.1 
CLV_PCH_PRE,SCA,N111G,LV,2016-10-01,-21.0 
CLV_PCH_PRE,SCA,N111G,LV,2017-01-01,1.1 
CLV_PCH_PRE,SCA,N111G,LV,2017-04-01,12.7 
CLV_PCH_PRE,SCA,N111G,LV,2017-07-01,-5.6 
CLV_PCH_PRE,SCA,N111G,LV,2017-10-01,-9.1 
CLV_PCH_PRE,SCA,N111G,LV,2018-01-01,42.2 
CLV_PCH_PRE,SCA,N111G,LV,2018-04-01,-14.7 
CLV_PCH_PRE,SCA,N111G,MT,2015-07-01,-5.8 
CLV_PCH_PRE,SCA,N111G,MT,2015-10-01,7.3 
CLV_PCH_PRE,SCA,N111G,MT,2016-01-01,-5.6 
CLV_PCH_PRE,SCA,N111G,MT,2016-04-01,19.3 
CLV_PCH_PRE,SCA,N111G,MT,2016-07-01,15.6 
CLV_PCH_PRE,SCA,N111G,MT,2016-10-01,32.5 
CLV_PCH_PRE,SCA,N111G,MT,2017-01-01,3.6 
CLV_PCH_PRE,SCA,N111G,MT,2017-04-01,1.8 
CLV_PCH_PRE,SCA,N111G,MT,2017-07-01,0.4 
CLV_PCH_PRE,SCA,N111G,MT,2017-10-01,4.3 
CLV_PCH_PRE,SCA,N111G,MT,2018-01-01,4.4 
CLV_PCH_PRE,SCA,N111G,MT,2018-04-01,6.4 
CLV_PCH_PRE,SCA,N111G,NL,2015-07-01,3.6 
CLV_PCH_PRE,SCA,N111G,NL,2015-10-01,-10.1 
CLV_PCH_PRE,SCA,N111G,NL,2016-01-01,19.2 p
CLV_PCH_PRE,SCA,N111G,NL,2016-04-01,3.3 p
CLV_PCH_PRE,SCA,N111G,NL,2016-07-01,7.8 p
CLV_PCH_PRE,SCA,N111G,NL,2016-10-01,-0.6 p
CLV_PCH_PRE,SCA,N111G,NL,2017-01-01,5.4 p
CLV_PCH_PRE,SCA,N111G,NL,2017-04-01,1.4 p
CLV_PCH_PRE,SCA,N111G,NL,2017-07-01,-0.5 p
CLV_PCH_PRE,SCA,N111G,NL,2017-10-01,4.7 p
CLV_PCH_PRE,SCA,N111G,NL,2018-01-01,2.0 p
CLV_PCH_PRE,SCA,N111G,NL,2018-04-01,2.1 p
CLV_PCH_PRE,SCA,N111G,NO,2015-07-01,1.2 
CLV_PCH_PRE,SCA,N111G,NO,2015-10-01,3.4 
CLV_PCH_PRE,SCA,N111G,NO,2016-01-01,-1.9 
CLV_PCH_PRE,SCA,N111G,NO,2016-04-01,3.9 
CLV_PCH_PRE,SCA,N111G,NO,2016-07-01,1.9 
CLV_PCH_PRE,SCA,N111G,NO,2016-10-01,3.1 
CLV_PCH_PRE,SCA,N111G,NO,2017-01-01,3.9 
CLV_PCH_PRE,SCA,N111G,NO,2017-04-01,-0.5 
CLV_PCH_PRE,SCA,N111G,NO,2017-07-01,0.9 
CLV_PCH_PRE,SCA,N111G,NO,2017-10-01,-5.4 
CLV_PCH_PRE,SCA,N111G,NO,2018-01-01,-2.6 
CLV_PCH_PRE,SCA,N111G,NO,2018-04-01,-4.6 
CLV_PCH_PRE,SCA,N111G,PT,2015-07-01,0.1 
CLV_PCH_PRE,SCA,N111G,PT,2015-10-01,1.3 
CLV_PCH_PRE,SCA,N111G,PT,2016-01-01,0.6 
CLV_PCH_PRE,SCA,N111G,PT,2016-04-01,1.9 
CLV_PCH_PRE,SCA,N111G,PT,2016-07-01,3.4 
CLV_PCH_PRE,SCA,N111G,PT,2016-10-01,2.7 
CLV_PCH_PRE,SCA,N111G,PT,2017-01-01,-2.7 
CLV_PCH_PRE,SCA,N111G,PT,2017-04-01,1.1 
CLV_PCH_PRE,SCA,N111G,PT,2017-07-01,7.2 
CLV_PCH_PRE,SCA,N111G,PT,2017-10-01,1.7 
CLV_PCH_PRE,SCA,N111G,PT,2018-01-01,-6.5 
CLV_PCH_PRE,SCA,N111G,PT,2018-04-01,3.6 
CLV_PCH_PRE,SCA,N111G,SE,2015-07-01,4.3 
CLV_PCH_PRE,SCA,N111G,SE,2015-10-01,6.5 
CLV_PCH_PRE,SCA,N111G,SE,2016-01-01,0.8 
CLV_PCH_PRE,SCA,N111G,SE,2016-04-01,-0.6 
CLV_PCH_PRE,SCA,N111G,SE,2016-07-01,3.6 
CLV_PCH_PRE,SCA,N111G,SE,2016-10-01,1.5 
CLV_PCH_PRE,SCA,N111G,SE,2017-01-01,5.0 
CLV_PCH_PRE,SCA,N111G,SE,2017-04-01,3.0 
CLV_PCH_PRE,SCA,N111G,SE,2017-07-01,2.3 
CLV_PCH_PRE,SCA,N111G,SE,2017-10-01,-0.6 
CLV_PCH_PRE,SCA,N111G,SE,2018-01-01,2.8 
CLV_PCH_PRE,SCA,N111G,SE,2018-04-01,-0.3 
CLV_PCH_PRE,SCA,N111G,SI,2015-07-01,-1.1 
CLV_PCH_PRE,SCA,N111G,SI,2015-10-01,0.3 
CLV_PCH_PRE,SCA,N111G,SI,2016-01-01,-2.1 
CLV_PCH_PRE,SCA,N111G,SI,2016-04-01,2.2 
CLV_PCH_PRE,SCA,N111G,SI,2016-07-01,1.4 
CLV_PCH_PRE,SCA,N111G,SI,2016-10-01,1.4 
CLV_PCH_PRE,SCA,N111G,SI,2017-01-01,-1.1 
CLV_PCH_PRE,SCA,N111G,SI,2017-04-01,0.8 
CLV_PCH_PRE,SCA,N111G,SI,2017-07-01,2.3 
CLV_PCH_PRE,SCA,N111G,SI,2017-10-01,2.3 
CLV_PCH_PRE,SCA,N111G,SI,2018-01-01,0.4 
CLV_PCH_PRE,SCA,N111G,SI,2018-04-01,0.0 
CLV_PCH_PRE,SCA,N111G,UK,2015-07-01,-0.1 d
CLV_PCH_PRE,SCA,N111G,UK,2015-10-01,2.2 d
CLV_PCH_PRE,SCA,N111G,UK,2016-01-01,3.2 d
CLV_PCH_PRE,SCA,N111G,UK,2016-04-01,1.2 d
CLV_PCH_PRE,SCA,N111G,UK,2016-07-01,1.7 d
CLV_PCH_PRE,SCA,N111G,UK,2016-10-01,1.5 d
CLV_PCH_PRE,SCA,N111G,UK,2017-01-01,4.2 d
CLV_PCH_PRE,SCA,N111G,UK,2017-04-01,0.4 d
CLV_PCH_PRE,SCA,N111G,UK,2017-07-01,0.4 d
CLV_PCH_PRE,SCA,N111G,UK,2017-10-01,2.2 d
CLV_PCH_PRE,SCA,N111G,UK,2018-01-01,0.0 d
CLV_PCH_PRE,SCA,N111G,UK,2018-04-01,-0.2 d
CLV_PCH_PRE,SCA,N1131G,AT,2015-07-01,18.3 
CLV_PCH_PRE,SCA,N1131G,AT,2015-10-01,2.5 
CLV_PCH_PRE,SCA,N1131G,AT,2016-01-01,9.7 
CLV_PCH_PRE,SCA,N1131G,AT,2016-04-01,-0.1 
CLV_PCH_PRE,SCA,N1131G,AT,2016-07-01,-4.8 
CLV_PCH_PRE,SCA,N1131G,AT,2016-10-01,10.4 
CLV_PCH_PRE,SCA,N1131G,AT,2017-01-01,3.5 
CLV_PCH_PRE,SCA,N1131G,AT,2017-04-01,4.7 
CLV_PCH_PRE,SCA,N1131G,AT,2017-07-01,-1.5 
CLV_PCH_PRE,SCA,N1131G,AT,2017-10-01,0.0 
CLV_PCH_PRE,SCA,N1131G,AT,2018-01-01,-7.3 
CLV_PCH_PRE,SCA,N1131G,AT,2018-04-01,16.7 
CLV_PCH_PRE,SCA,N1131G,BE,2015-07-01,: c
CLV_PCH_PRE,SCA,N1131G,BE,2015-10-01,: c
CLV_PCH_PRE,SCA,N1131G,BE,2016-01-01,: c
CLV_PCH_PRE,SCA,N1131G,BE,2016-04-01,: c
CLV_PCH_PRE,SCA,N1131G,BE,2016-07-01,: c
CLV_PCH_PRE,SCA,N1131G,BE,2016-10-01,: c
CLV_PCH_PRE,SCA,N1131G,BE,2017-01-01,: c
CLV_PCH_PRE,SCA,N1131G,BE,2017-04-01,: c
CLV_PCH_PRE,SCA,N1131G,BE,2017-07-01,: c
CLV_PCH_PRE,SCA,N1131G,BE,2017-10-01,: c
CLV_PCH_PRE,SCA,N1131G,BE,2018-01-01,: c
CLV_PCH_PRE,SCA,N1131G,BE,2018-04-01,: c
CLV_PCH_PRE,SCA,N1131G,BG,2015-07-01,4.0 
CLV_PCH_PRE,SCA,N1131G,BG,2015-10-01,-1.0 
CLV_PCH_PRE,SCA,N1131G,BG,2016-01-01,7.8 
CLV_PCH_PRE,SCA,N1131G,BG,2016-04-01,-2.7 
CLV_PCH_PRE,SCA,N1131G,BG,2016-07-01,-1.6 
CLV_PCH_PRE,SCA,N1131G,BG,2016-10-01,-2.6 
CLV_PCH_PRE,SCA,N1131G,BG,2017-01-01,-16.2 
CLV_PCH_PRE,SCA,N1131G,BG,2017-04-01,3.4 
CLV_PCH_PRE,SCA,N1131G,BG,2017-07-01,-5.5 
CLV_PCH_PRE,SCA,N1131G,BG,2017-10-01,2.1 
CLV_PCH_PRE,SCA,N1131G,BG,2018-01-01,8.3 p
CLV_PCH_PRE,SCA,N1131G,BG,2018-04-01,0.0 p
CLV_PCH_PRE,SCA,N1131G,CY,2015-07-01,: 
CLV_PCH_PRE,SCA,N1131G,CY,2015-10-01,: 
CLV_PCH_PRE,SCA,N1131G,CY,2016-01-01,: 
CLV_PCH_PRE,SCA,N1131G,CY,2016-04-01,: 
CLV_PCH_PRE,SCA,N1131G,CY,2016-07-01,-95.3 
CLV_PCH_PRE,SCA,N1131G,CY,2016-10-01,1169.6 
CLV_PCH_PRE,SCA,N1131G,CY,2017-01-01,-18.8 
CLV_PCH_PRE,SCA,N1131G,CY,2017-04-01,-97.4 
CLV_PCH_PRE,SCA,N1131G,CY,2017-07-01,: 
CLV_PCH_PRE,SCA,N1131G,CY,2017-10-01,: 
CLV_PCH_PRE,SCA,N1131G,CY,2018-01-01,: 
CLV_PCH_PRE,SCA,N1131G,CY,2018-04-01,: 
CLV_PCH_PRE,SCA,N1131G,CZ,2015-07-01,4.7 
CLV_PCH_PRE,SCA,N1131G,CZ,2015-10-01,2.0 
CLV_PCH_PRE,SCA,N1131G,CZ,2016-01-01,-0.1 
CLV_PCH_PRE,SCA,N1131G,CZ,2016-04-01,5.7 
CLV_PCH_PRE,SCA,N1131G,CZ,2016-07-01,1.5 
CLV_PCH_PRE,SCA,N1131G,CZ,2016-10-01,0.8 
CLV_PCH_PRE,SCA,N1131G,CZ,2017-01-01,-1.6 
CLV_PCH_PRE,SCA,N1131G,CZ,2017-04-01,2.0 
CLV_PCH_PRE,SCA,N1131G,CZ,2017-07-01,1.6 
CLV_PCH_PRE,SCA,N1131G,CZ,2017-10-01,2.0 
CLV_PCH_PRE,SCA,N1131G,CZ,2018-01-01,4.1 
CLV_PCH_PRE,SCA,N1131G,CZ,2018-04-01,3.8 
CLV_PCH_PRE,SCA,N1131G,DE,2015-07-01,5.3 
CLV_PCH_PRE,SCA,N1131G,DE,2015-10-01,6.9 
CLV_PCH_PRE,SCA,N1131G,DE,2016-01-01,-6.4 
CLV_PCH_PRE,SCA,N1131G,DE,2016-04-01,-1.0 
CLV_PCH_PRE,SCA,N1131G,DE,2016-07-01,2.2 
CLV_PCH_PRE,SCA,N1131G,DE,2016-10-01,-6.2 
CLV_PCH_PRE,SCA,N1131G,DE,2017-01-01,14.4 
CLV_PCH_PRE,SCA,N1131G,DE,2017-04-01,3.6 
CLV_PCH_PRE,SCA,N1131G,DE,2017-07-01,-2.0 
