coicop,unit,geotime,date,value
CP00,I15,EE,2017-12-01,105
CP00,I15,EE,2018-01-01,105
CP00,I15,EE,2018-02-01,106
CP00,I15,EE,2018-03-01,106
CP00,I15,EE,2018-04-01,107
CP00,I15,EE,2018-05-01,107
CP00,I15,EE,2018-06-01,108
CP00,I15,EE,2018-07-01,108
CP00,I15,EE,2018-08-01,109
CP00,I15,EE,2018-09-01,109
CP00,I15,EL,2017-10-01,101
CP00,I15,EL,2017-11-01,100
CP00,I15,EL,2017-12-01,101
CP00,I15,EL,2018-01-01,100
CP00,I15,EL,2018-02-01,100
CP00,I15,EL,2018-03-01,101
CP00,I15,EL,2018-04-01,102
CP00,I15,EL,2018-05-01,102
CP00,I15,EL,2018-06-01,103
CP00,I15,EL,2018-07-01,101
CP00,I15,EL,2018-08-01,101
CP00,I15,EL,2018-09-01,103
CP00,I15,ES,2017-10-01,102
CP00,I15,ES,2017-11-01,102
CP00,I15,ES,2017-12-01,102
CP00,I15,ES,2018-01-01,101
CP00,I15,ES,2018-02-01,101
CP00,I15,ES,2018-03-01,102
CP00,I15,ES,2018-04-01,103
CP00,I15,ES,2018-05-01,104
CP00,I15,ES,2018-06-01,104
CP00,I15,ES,2018-07-01,103
CP00,I15,ES,2018-08-01,103
CP00,I15,ES,2018-09-01,104
CP00,I15,EU,2017-10-01,102
CP00,I15,EU,2017-11-01,102
CP00,I15,EU,2017-12-01,102
CP00,I15,EU,2018-01-01,102
CP00,I15,EU,2018-02-01,102
CP00,I15,EU,2018-03-01,103
CP00,I15,EU,2018-04-01,103
CP00,I15,EU,2018-05-01,104
CP00,I15,EU,2018-06-01,104
CP00,I15,EU,2018-07-01,103
CP00,I15,EU,2018-08-01,104
CP00,I15,EU,2018-09-01,104
CP00,I15,EU28,2017-10-01,102
CP00,I15,EU28,2017-11-01,102
CP00,I15,EU28,2017-12-01,102
CP00,I15,EU28,2018-01-01,102
CP00,I15,EU28,2018-02-01,102
CP00,I15,EU28,2018-03-01,103
CP00,I15,EU28,2018-04-01,103
CP00,I15,EU28,2018-05-01,104
CP00,I15,EU28,2018-06-01,104
CP00,I15,EU28,2018-07-01,103
CP00,I15,EU28,2018-08-01,104
CP00,I15,EU28,2018-09-01,104
CP00,I15,FI,2017-10-01,101
CP00,I15,FI,2017-11-01,101
CP00,I15,FI,2017-12-01,101
CP00,I15,FI,2018-01-01,101
CP00,I15,FI,2018-02-01,101
CP00,I15,FI,2018-03-01,101
CP00,I15,FI,2018-04-01,102
CP00,I15,FI,2018-05-01,102
CP00,I15,FI,2018-06-01,102
CP00,I15,FI,2018-07-01,102
CP00,I15,FI,2018-08-01,102
CP00,I15,FI,2018-09-01,102
CP00,I15,FR,2017-10-01,101
CP00,I15,FR,2017-11-01,101
CP00,I15,FR,2017-12-01,102
CP00,I15,FR,2018-01-01,102
CP00,I15,FR,2018-02-01,102
CP00,I15,FR,2018-03-01,103
CP00,I15,FR,2018-04-01,103
CP00,I15,FR,2018-05-01,103
CP00,I15,FR,2018-06-01,103
CP00,I15,FR,2018-07-01,103
CP00,I15,FR,2018-08-01,104
CP00,I15,FR,2018-09-01,104
CP00,I15,HR,2017-10-01,101
CP00,I15,HR,2017-11-01,101
CP00,I15,HR,2017-12-01,100
CP00,I15,HR,2018-01-01,100
CP00,I15,HR,2018-02-01,100
CP00,I15,HR,2018-03-01,101
CP00,I15,HR,2018-04-01,102
CP00,I15,HR,2018-05-01,102
CP00,I15,HR,2018-06-01,103
CP00,I15,HR,2018-07-01,103
CP00,I15,HR,2018-08-01,103
CP00,I15,HR,2018-09-01,102
CP00,I15,HU,2017-10-01,103
CP00,I15,HU,2017-11-01,103
CP00,I15,HU,2017-12-01,103
CP00,I15,HU,2018-01-01,104
CP00,I15,HU,2018-02-01,104
CP00,I15,HU,2018-03-01,104
CP00,I15,HU,2018-04-01,105
CP00,I15,HU,2018-05-01,105
CP00,I15,HU,2018-06-01,106
CP00,I15,HU,2018-07-01,106
CP00,I15,HU,2018-08-01,106
CP00,I15,HU,2018-09-01,106
CP00,I15,IE,2017-10-01,100
CP00,I15,IE,2017-11-01,100
CP00,I15,IE,2017-12-01,99
CP00,I15,IE,2018-01-01,99
CP00,I15,IE,2018-02-01,100
CP00,I15,IE,2018-03-01,100
CP00,I15,IE,2018-04-01,100
CP00,I15,IE,2018-05-01,100
CP00,I15,IE,2018-06-01,101
CP00,I15,IE,2018-07-01,101
CP00,I15,IE,2018-08-01,101
CP00,I15,IE,2018-09-01,101
CP00,I15,IS,2017-10-01,99
CP00,I15,IS,2017-11-01,97
CP00,I15,IS,2017-12-01,98
CP00,I15,IS,2018-01-01,97
CP00,I15,IS,2018-02-01,98
CP00,I15,IS,2018-03-01,98
CP00,I15,IS,2018-04-01,98
CP00,I15,IS,2018-05-01,99
CP00,I15,IS,2018-06-01,101
CP00,I15,IS,2018-07-01,102
CP00,I15,IS,2018-08-01,102
CP00,I15,IS,2018-09-01,99
CP00,I15,IT,2017-10-01,102
CP00,I15,IT,2017-11-01,101
CP00,I15,IT,2017-12-01,102
CP00,I15,IT,2018-01-01,100
CP00,I15,IT,2018-02-01,100
CP00,I15,IT,2018-03-01,102
CP00,I15,IT,2018-04-01,102
CP00,I15,IT,2018-05-01,103
CP00,I15,IT,2018-06-01,103
CP00,I15,IT,2018-07-01,102
CP00,I15,IT,2018-08-01,101
CP00,I15,IT,2018-09-01,103
CP00,I15,LT,2017-10-01,105
CP00,I15,LT,2017-11-01,105
CP00,I15,LT,2017-12-01,105
CP00,I15,LT,2018-01-01,105
CP00,I15,LT,2018-02-01,105
CP00,I15,LT,2018-03-01,106
CP00,I15,LT,2018-04-01,106
CP00,I15,LT,2018-05-01,107
CP00,I15,LT,2018-06-01,107
CP00,I15,LT,2018-07-01,106
CP00,I15,LT,2018-08-01,106
CP00,I15,LT,2018-09-01,107
CP00,I15,LU,2017-10-01,102
CP00,I15,LU,2017-11-01,102
CP00,I15,LU,2017-12-01,102
CP00,I15,LU,2018-01-01,101
CP00,I15,LU,2018-02-01,103
CP00,I15,LU,2018-03-01,103
CP00,I15,LU,2018-04-01,103
CP00,I15,LU,2018-05-01,104
CP00,I15,LU,2018-06-01,104
CP00,I15,LU,2018-07-01,103
CP00,I15,LU,2018-08-01,105
CP00,I15,LU,2018-09-01,105
CP00,I15,LV,2017-10-01,103
CP00,I15,LV,2017-11-01,103
CP00,I15,LV,2017-12-01,103
CP00,I15,LV,2018-01-01,103
CP00,I15,LV,2018-02-01,103
CP00,I15,LV,2018-03-01,105
CP00,I15,LV,2018-04-01,105
CP00,I15,LV,2018-05-01,105
CP00,I15,LV,2018-06-01,106
CP00,I15,LV,2018-07-01,105
CP00,I15,LV,2018-08-01,105
CP00,I15,LV,2018-09-01,106
CP00,I15,MK,2017-10-01,103
CP00,I15,MK,2017-11-01,103
CP00,I15,MK,2017-12-01,103
CP00,I15,MK,2018-01-01,102
CP00,I15,MK,2018-02-01,103
CP00,I15,MK,2018-03-01,103
CP00,I15,MK,2018-04-01,103
CP00,I15,MK,2018-05-01,105
CP00,I15,MK,2018-06-01,105
CP00,I15,MK,2018-07-01,105
CP00,I15,MK,2018-08-01,105
CP00,I15,MK,2018-09-01,105
CP00,I15,MT,2017-10-01,103
CP00,I15,MT,2017-11-01,100
CP00,I15,MT,2017-12-01,100
CP00,I15,MT,2018-01-01,99
CP00,I15,MT,2018-02-01,100
CP00,I15,MT,2018-03-01,101
CP00,I15,MT,2018-04-01,103
CP00,I15,MT,2018-05-01,105
CP00,I15,MT,2018-06-01,106
CP00,I15,MT,2018-07-01,106
CP00,I15,MT,2018-08-01,107
CP00,I15,MT,2018-09-01,106
CP00,I15,NL,2017-10-01,101
CP00,I15,NL,2017-11-01,101
CP00,I15,NL,2017-12-01,101
CP00,I15,NL,2018-01-01,101
CP00,I15,NL,2018-02-01,101
CP00,I15,NL,2018-03-01,102
CP00,I15,NL,2018-04-01,102
CP00,I15,NL,2018-05-01,103
CP00,I15,NL,2018-06-01,102
CP00,I15,NL,2018-07-01,103
CP00,I15,NL,2018-08-01,104
CP00,I15,NL,2018-09-01,103
CP00,I15,NO,2017-10-01,106
CP00,I15,NO,2017-11-01,106
CP00,I15,NO,2017-12-01,106
CP00,I15,NO,2018-01-01,106
CP00,I15,NO,2018-02-01,107
CP00,I15,NO,2018-03-01,107
CP00,I15,NO,2018-04-01,108
CP00,I15,NO,2018-05-01,108
CP00,I15,NO,2018-06-01,109
CP00,I15,NO,2018-07-01,110
CP00,I15,NO,2018-08-01,109
CP00,I15,NO,2018-09-01,110
CP00,I15,PL,2017-10-01,101
CP00,I15,PL,2017-11-01,102
CP00,I15,PL,2017-12-01,102
CP00,I15,PL,2018-01-01,102
CP00,I15,PL,2018-02-01,102
CP00,I15,PL,2018-03-01,102
CP00,I15,PL,2018-04-01,102
CP00,I15,PL,2018-05-01,102
CP00,I15,PL,2018-06-01,102
CP00,I15,PL,2018-07-01,102
CP00,I15,PL,2018-08-01,102
CP00,I15,PL,2018-09-01,102
CP00,I15,PT,2017-10-01,103
CP00,I15,PT,2017-11-01,102
CP00,I15,PT,2017-12-01,102
CP00,I15,PT,2018-01-01,101
CP00,I15,PT,2018-02-01,100
CP00,I15,PT,2018-03-01,102
CP00,I15,PT,2018-04-01,103
CP00,I15,PT,2018-05-01,104
CP00,I15,PT,2018-06-01,104
CP00,I15,PT,2018-07-01,104
CP00,I15,PT,2018-08-01,103
CP00,I15,PT,2018-09-01,105
CP00,I15,RO,2017-10-01,101
CP00,I15,RO,2017-11-01,101
CP00,I15,RO,2017-12-01,101
CP00,I15,RO,2018-01-01,102
CP00,I15,RO,2018-02-01,102
CP00,I15,RO,2018-03-01,103
CP00,I15,RO,2018-04-01,103
CP00,I15,RO,2018-05-01,104
CP00,I15,RO,2018-06-01,104
CP00,I15,RO,2018-07-01,103
CP00,I15,RO,2018-08-01,104
CP00,I15,RO,2018-09-01,104
CP00,I15,RS,2017-10-01,105
CP00,I15,RS,2017-11-01,105
CP00,I15,RS,2017-12-01,105
CP00,I15,RS,2018-01-01,105
CP00,I15,RS,2018-02-01,105
CP00,I15,RS,2018-03-01,105
CP00,I15,RS,2018-04-01,106
CP00,I15,RS,2018-05-01,107
CP00,I15,RS,2018-06-01,107
CP00,I15,RS,2018-07-01,107
CP00,I15,RS,2018-08-01,107
CP00,I15,RS,2018-09-01,107
CP00,I15,SE,2017-10-01,103
CP00,I15,SE,2017-11-01,103
CP00,I15,SE,2017-12-01,104
CP00,I15,SE,2018-01-01,103
CP00,I15,SE,2018-02-01,103
CP00,I15,SE,2018-03-01,104
CP00,I15,SE,2018-04-01,104
CP00,I15,SE,2018-05-01,104
CP00,I15,SE,2018-06-01,105
CP00,I15,SE,2018-07-01,105
CP00,I15,SE,2018-08-01,105
CP00,I15,SE,2018-09-01,106
CP00,I15,SI,2017-10-01,101
CP00,I15,SI,2017-11-01,102
CP00,I15,SI,2017-12-01,102
CP00,I15,SI,2018-01-01,101
CP00,I15,SI,2018-02-01,102
CP00,I15,SI,2018-03-01,102
CP00,I15,SI,2018-04-01,103
CP00,I15,SI,2018-05-01,104
CP00,I15,SI,2018-06-01,104
CP00,I15,SI,2018-07-01,103
CP00,I15,SI,2018-08-01,103
CP00,I15,SI,2018-09-01,103
CP00,I15,SK,2017-10-01,101
CP00,I15,SK,2017-11-01,101
CP00,I15,SK,2017-12-01,101
CP00,I15,SK,2018-01-01,102
CP00,I15,SK,2018-02-01,102
CP00,I15,SK,2018-03-01,102
CP00,I15,SK,2018-04-01,103
CP00,I15,SK,2018-05-01,103
CP00,I15,SK,2018-06-01,103
CP00,I15,SK,2018-07-01,103
CP00,I15,SK,2018-08-01,103
CP00,I15,SK,2018-09-01,103
CP00,I15,TR,2017-10-01,122
CP00,I15,TR,2017-11-01,124
CP00,I15,TR,2017-12-01,125
CP00,I15,TR,2018-01-01,126
CP00,I15,TR,2018-02-01,127
CP00,I15,TR,2018-03-01,128
CP00,I15,TR,2018-04-01,131
CP00,I15,TR,2018-05-01,133
CP00,I15,TR,2018-06-01,136
CP00,I15,TR,2018-07-01,137
CP00,I15,TR,2018-08-01,140
CP00,I15,TR,2018-09-01,149
CP00,I15,UK,2017-10-01,104
CP00,I15,UK,2017-11-01,104
CP00,I15,UK,2017-12-01,104
CP00,I15,UK,2018-01-01,104
CP00,I15,UK,2018-02-01,104
CP00,I15,UK,2018-03-01,105
CP00,I15,UK,2018-04-01,105
CP00,I15,UK,2018-05-01,105
CP00,I15,UK,2018-06-01,105
CP00,I15,UK,2018-07-01,105
CP00,I15,UK,2018-08-01,106
CP00,I15,UK,2018-09-01,
CP00,I15,US,2017-10-01,102
CP00,I15,US,2017-11-01,102
CP00,I15,US,2017-12-01,102
CP00,I15,US,2018-01-01,103
CP00,I15,US,2018-02-01,103
CP00,I15,US,2018-03-01,103
CP00,I15,US,2018-04-01,104
CP00,I15,US,2018-05-01,104
CP00,I15,US,2018-06-01,105
CP00,I15,US,2018-07-01,105
CP00,I15,US,2018-08-01,104
CP00,I15,US,2018-09-01,105
CP00,PCH_M1,AT,2017-10-01,0
CP00,PCH_M1,AT,2017-11-01,0
CP00,PCH_M1,AT,2017-12-01,0
CP00,PCH_M1,AT,2018-01-01,1
CP00,PCH_M1,AT,2018-02-01,0
CP00,PCH_M1,AT,2018-03-01,0
CP00,PCH_M1,AT,2018-04-01,0
CP00,PCH_M1,AT,2018-05-01,0
CP00,PCH_M1,AT,2018-06-01,0
CP00,PCH_M1,AT,2018-07-01,0
CP00,PCH_M1,AT,2018-08-01,0
CP00,PCH_M1,AT,2018-09-01,1
CP00,PCH_M1,BE,2017-10-01,0
CP00,PCH_M1,BE,2017-11-01,0
CP00,PCH_M1,BE,2017-12-01,0
CP00,PCH_M1,BE,2018-01-01,1
CP00,PCH_M1,BE,2018-02-01,1
CP00,PCH_M1,BE,2018-03-01,0
CP00,PCH_M1,BE,2018-04-01,0
CP00,PCH_M1,BE,2018-05-01,0
CP00,PCH_M1,BE,2018-06-01,0
CP00,PCH_M1,BE,2018-07-01,0
CP00,PCH_M1,BE,2018-08-01,1
CP00,PCH_M1,BE,2018-09-01,0
CP00,PCH_M1,BG,2017-10-01,0
CP00,PCH_M1,BG,2017-11-01,0
CP00,PCH_M1,BG,2017-12-01,0
CP00,PCH_M1,BG,2018-01-01,0
CP00,PCH_M1,BG,2018-02-01,0
CP00,PCH_M1,BG,2018-03-01,0
CP00,PCH_M1,BG,2018-04-01,0
CP00,PCH_M1,BG,2018-05-01,0
CP00,PCH_M1,BG,2018-06-01,0
CP00,PCH_M1,BG,2018-07-01,1
CP00,PCH_M1,BG,2018-08-01,0
CP00,PCH_M1,BG,2018-09-01,0
CP00,PCH_M1,CH,2017-10-01,0
CP00,PCH_M1,CH,2017-11-01,0
CP00,PCH_M1,CH,2017-12-01,0
CP00,PCH_M1,CH,2018-01-01,0
CP00,PCH_M1,CH,2018-02-01,0
CP00,PCH_M1,CH,2018-03-01,0
CP00,PCH_M1,CH,2018-04-01,0
CP00,PCH_M1,CH,2018-05-01,0
CP00,PCH_M1,CH,2018-06-01,0
CP00,PCH_M1,CH,2018-07-01,0
CP00,PCH_M1,CH,2018-08-01,0
CP00,PCH_M1,CH,2018-09-01,0
CP00,PCH_M1,CY,2017-10-01,0
CP00,PCH_M1,CY,2017-11-01,1
CP00,PCH_M1,CY,2017-12-01,0
CP00,PCH_M1,CY,2018-01-01,1
CP00,PCH_M1,CY,2018-02-01,1
CP00,PCH_M1,CY,2018-03-01,0
CP00,PCH_M1,CY,2018-04-01,1
CP00,PCH_M1,CY,2018-05-01,1
CP00,PCH_M1,CY,2018-06-01,1
CP00,PCH_M1,CY,2018-07-01,0
CP00,PCH_M1,CY,2018-08-01,1
CP00,PCH_M1,CY,2018-09-01,0
CP00,PCH_M1,CZ,2017-10-01,0
CP00,PCH_M1,CZ,2017-11-01,0
CP00,PCH_M1,CZ,2017-12-01,0
CP00,PCH_M1,CZ,2018-01-01,0
CP00,PCH_M1,CZ,2018-02-01,0
CP00,PCH_M1,CZ,2018-03-01,0
CP00,PCH_M1,CZ,2018-04-01,0
CP00,PCH_M1,CZ,2018-05-01,0
CP00,PCH_M1,CZ,2018-06-01,0
CP00,PCH_M1,CZ,2018-07-01,0
CP00,PCH_M1,CZ,2018-08-01,0
CP00,PCH_M1,CZ,2018-09-01,0
CP00,PCH_M1,DE,2017-10-01,0
CP00,PCH_M1,DE,2017-11-01,0
CP00,PCH_M1,DE,2017-12-01,0
CP00,PCH_M1,DE,2018-01-01,1
CP00,PCH_M1,DE,2018-02-01,0
CP00,PCH_M1,DE,2018-03-01,0
CP00,PCH_M1,DE,2018-04-01,0
CP00,PCH_M1,DE,2018-05-01,0
CP00,PCH_M1,DE,2018-06-01,0
CP00,PCH_M1,DE,2018-07-01,0
CP00,PCH_M1,DE,2018-08-01,0
CP00,PCH_M1,DE,2018-09-01,0
CP00,PCH_M1,DK,2017-10-01,0
CP00,PCH_M1,DK,2017-11-01,0
CP00,PCH_M1,DK,2017-12-01,0
CP00,PCH_M1,DK,2018-01-01,0
CP00,PCH_M1,DK,2018-02-01,0
CP00,PCH_M1,DK,2018-03-01,0
CP00,PCH_M1,DK,2018-04-01,0
CP00,PCH_M1,DK,2018-05-01,0
CP00,PCH_M1,DK,2018-06-01,0
CP00,PCH_M1,DK,2018-07-01,0
CP00,PCH_M1,DK,2018-08-01,0
CP00,PCH_M1,DK,2018-09-01,0
CP00,PCH_M1,EA,2017-10-01,0
CP00,PCH_M1,EA,2017-11-01,0
CP00,PCH_M1,EA,2017-12-01,0
CP00,PCH_M1,EA,2018-01-01,0
CP00,PCH_M1,EA,2018-02-01,0
CP00,PCH_M1,EA,2018-03-01,1
CP00,PCH_M1,EA,2018-04-01,0
CP00,PCH_M1,EA,2018-05-01,0
CP00,PCH_M1,EA,2018-06-01,0
CP00,PCH_M1,EA,2018-07-01,0
CP00,PCH_M1,EA,2018-08-01,0
CP00,PCH_M1,EA,2018-09-01,0
CP00,PCH_M1,EA18,2017-10-01,0
CP00,PCH_M1,EA18,2017-11-01,0
CP00,PCH_M1,EA18,2017-12-01,0
CP00,PCH_M1,EA18,2018-01-01,0
CP00,PCH_M1,EA18,2018-02-01,0
CP00,PCH_M1,EA18,2018-03-01,1
CP00,PCH_M1,EA18,2018-04-01,0
CP00,PCH_M1,EA18,2018-05-01,0
CP00,PCH_M1,EA18,2018-06-01,0
CP00,PCH_M1,EA18,2018-07-01,0
CP00,PCH_M1,EA18,2018-08-01,0
CP00,PCH_M1,EA18,2018-09-01,0
CP00,PCH_M1,EA19,2017-10-01,0
CP00,PCH_M1,EA19,2017-11-01,0
CP00,PCH_M1,EA19,2017-12-01,0
CP00,PCH_M1,EA19,2018-01-01,0
CP00,PCH_M1,EA19,2018-02-01,0
CP00,PCH_M1,EA19,2018-03-01,1
CP00,PCH_M1,EA19,2018-04-01,0
CP00,PCH_M1,EA19,2018-05-01,0
CP00,PCH_M1,EA19,2018-06-01,0
CP00,PCH_M1,EA19,2018-07-01,0
CP00,PCH_M1,EA19,2018-08-01,0
CP00,PCH_M1,EA19,2018-09-01,0
CP00,PCH_M1,EE,2017-10-01,0
CP00,PCH_M1,EE,2017-11-01,0
CP00,PCH_M1,EE,2017-12-01,0
CP00,PCH_M1,EE,2018-01-01,0
CP00,PCH_M1,EE,2018-02-01,1
CP00,PCH_M1,EE,2018-03-01,0
CP00,PCH_M1,EE,2018-04-01,0
CP00,PCH_M1,EE,2018-05-01,0
CP00,PCH_M1,EE,2018-06-01,1
CP00,PCH_M1,EE,2018-07-01,0
CP00,PCH_M1,EE,2018-08-01,0
CP00,PCH_M1,EE,2018-09-01,0
CP00,PCH_M1,EL,2017-10-01,0
CP00,PCH_M1,EL,2017-11-01,0
CP00,PCH_M1,EL,2017-12-01,0
CP00,PCH_M1,EL,2018-01-01,1
CP00,PCH_M1,EL,2018-02-01,0
CP00,PCH_M1,EL,2018-03-01,1
CP00,PCH_M1,EL,2018-04-01,1
CP00,PCH_M1,EL,2018-05-01,0
CP00,PCH_M1,EL,2018-06-01,0
CP00,PCH_M1,EL,2018-07-01,1
CP00,PCH_M1,EL,2018-08-01,0
CP00,PCH_M1,EL,2018-09-01,1
CP00,PCH_M1,ES,2017-10-01,0
CP00,PCH_M1,ES,2017-11-01,0
CP00,PCH_M1,ES,2017-12-01,0
CP00,PCH_M1,ES,2018-01-01,1
CP00,PCH_M1,ES,2018-02-01,0
CP00,PCH_M1,ES,2018-03-01,1
CP00,PCH_M1,ES,2018-04-01,0
CP00,PCH_M1,ES,2018-05-01,0
CP00,PCH_M1,ES,2018-06-01,0
CP00,PCH_M1,ES,2018-07-01,1
CP00,PCH_M1,ES,2018-08-01,0
CP00,PCH_M1,ES,2018-09-01,0
CP00,PCH_M1,EU,2017-10-01,0
CP00,PCH_M1,EU,2017-11-01,0
CP00,PCH_M1,EU,2017-12-01,0
CP00,PCH_M1,EU,2018-01-01,0
CP00,PCH_M1,EU,2018-02-01,0
CP00,PCH_M1,EU,2018-03-01,0
CP00,PCH_M1,EU,2018-04-01,0
CP00,PCH_M1,EU,2018-05-01,0
CP00,PCH_M1,EU,2018-06-01,0
CP00,PCH_M1,EU,2018-07-01,0
CP00,PCH_M1,EU,2018-08-01,0
CP00,PCH_M1,EU,2018-09-01,0
CP00,PCH_M1,EU28,2017-10-01,0
CP00,PCH_M1,EU28,2017-11-01,0
CP00,PCH_M1,EU28,2017-12-01,0
CP00,PCH_M1,EU28,2018-01-01,0
CP00,PCH_M1,EU28,2018-02-01,0
CP00,PCH_M1,EU28,2018-03-01,0
CP00,PCH_M1,EU28,2018-04-01,0
CP00,PCH_M1,EU28,2018-05-01,0
CP00,PCH_M1,EU28,2018-06-01,0
CP00,PCH_M1,EU28,2018-07-01,0
CP00,PCH_M1,EU28,2018-08-01,0
CP00,PCH_M1,EU28,2018-09-01,0
CP00,PCH_M1,FI,2017-10-01,0
CP00,PCH_M1,FI,2017-11-01,0
CP00,PCH_M1,FI,2017-12-01,0
CP00,PCH_M1,FI,2018-01-01,0
CP00,PCH_M1,FI,2018-02-01,0
CP00,PCH_M1,FI,2018-03-01,0
CP00,PCH_M1,FI,2018-04-01,0
CP00,PCH_M1,FI,2018-05-01,0
CP00,PCH_M1,FI,2018-06-01,0
CP00,PCH_M1,FI,2018-07-01,0
CP00,PCH_M1,FI,2018-08-01,0
CP00,PCH_M1,FI,2018-09-01,0
CP00,PCH_M1,FR,2017-10-01,0
CP00,PCH_M1,FR,2017-11-01,0
CP00,PCH_M1,FR,2017-12-01,0
