unit,nace_r2,s_adj,na_item,geo\time,date,value
THS_PER,TOTAL,NSA,EMP_DC,AT,2002-10-01,3776.51 
THS_PER,TOTAL,NSA,EMP_DC,AT,2003-01-01,3733.24 
THS_PER,TOTAL,NSA,EMP_DC,AT,2003-04-01,3795.64 
THS_PER,TOTAL,NSA,EMP_DC,AT,2003-07-01,3874.68 
THS_PER,TOTAL,NSA,EMP_DC,AT,2003-10-01,3808.56 
THS_PER,TOTAL,NSA,EMP_DC,AT,2004-01-01,3741.94 
THS_PER,TOTAL,NSA,EMP_DC,AT,2004-04-01,3817.73 
THS_PER,TOTAL,NSA,EMP_DC,AT,2004-07-01,3904.83 
THS_PER,TOTAL,NSA,EMP_DC,AT,2004-10-01,3842.79 
THS_PER,TOTAL,NSA,EMP_DC,AT,2005-01-01,3781.63 
THS_PER,TOTAL,NSA,EMP_DC,AT,2005-04-01,3855.50 
THS_PER,TOTAL,NSA,EMP_DC,AT,2005-07-01,3955.32 
THS_PER,TOTAL,NSA,EMP_DC,AT,2005-10-01,3899.16 
THS_PER,TOTAL,NSA,EMP_DC,AT,2006-01-01,3848.16 
THS_PER,TOTAL,NSA,EMP_DC,AT,2006-04-01,3929.51 
THS_PER,TOTAL,NSA,EMP_DC,AT,2006-07-01,4023.43 
THS_PER,TOTAL,NSA,EMP_DC,AT,2006-10-01,3961.82 
THS_PER,TOTAL,NSA,EMP_DC,AT,2007-01-01,3916.54 
THS_PER,TOTAL,NSA,EMP_DC,AT,2007-04-01,3999.72 
THS_PER,TOTAL,NSA,EMP_DC,AT,2007-07-01,4097.84 
THS_PER,TOTAL,NSA,EMP_DC,AT,2007-10-01,4036.82 
THS_PER,TOTAL,NSA,EMP_DC,AT,2008-01-01,4012.36 
THS_PER,TOTAL,NSA,EMP_DC,AT,2008-04-01,4087.76 
THS_PER,TOTAL,NSA,EMP_DC,AT,2008-07-01,4165.54 
THS_PER,TOTAL,NSA,EMP_DC,AT,2008-10-01,4090.87 
THS_PER,TOTAL,NSA,EMP_DC,AT,2009-01-01,4023.45 
THS_PER,TOTAL,NSA,EMP_DC,AT,2009-04-01,4057.86 
THS_PER,TOTAL,NSA,EMP_DC,AT,2009-07-01,4121.60 
THS_PER,TOTAL,NSA,EMP_DC,AT,2009-10-01,4067.06 
THS_PER,TOTAL,NSA,EMP_DC,AT,2010-01-01,4014.16 
THS_PER,TOTAL,NSA,EMP_DC,AT,2010-04-01,4086.61 
THS_PER,TOTAL,NSA,EMP_DC,AT,2010-07-01,4167.28 
THS_PER,TOTAL,NSA,EMP_DC,AT,2010-10-01,4124.82 
THS_PER,TOTAL,NSA,EMP_DC,AT,2011-01-01,4077.86 
THS_PER,TOTAL,NSA,EMP_DC,AT,2011-04-01,4150.73 
THS_PER,TOTAL,NSA,EMP_DC,AT,2011-07-01,4236.39 
THS_PER,TOTAL,NSA,EMP_DC,AT,2011-10-01,4182.81 
THS_PER,TOTAL,NSA,EMP_DC,AT,2012-01-01,4139.00 
THS_PER,TOTAL,NSA,EMP_DC,AT,2012-04-01,4199.51 
THS_PER,TOTAL,NSA,EMP_DC,AT,2012-07-01,4274.67 
THS_PER,TOTAL,NSA,EMP_DC,AT,2012-10-01,4207.48 
THS_PER,TOTAL,NSA,EMP_DC,AT,2013-01-01,4143.11 
THS_PER,TOTAL,NSA,EMP_DC,AT,2013-04-01,4211.24 
THS_PER,TOTAL,NSA,EMP_DC,AT,2013-07-01,4293.77 
THS_PER,TOTAL,NSA,EMP_DC,AT,2013-10-01,4230.94 
THS_PER,TOTAL,NSA,EMP_DC,AT,2014-01-01,4190.71 
THS_PER,TOTAL,NSA,EMP_DC,AT,2014-04-01,4255.04 
THS_PER,TOTAL,NSA,EMP_DC,AT,2014-07-01,4330.62 
THS_PER,TOTAL,NSA,EMP_DC,AT,2014-10-01,4263.23 
THS_PER,TOTAL,NSA,EMP_DC,AT,2015-01-01,4213.41 
THS_PER,TOTAL,NSA,EMP_DC,AT,2015-04-01,4277.49 
THS_PER,TOTAL,NSA,EMP_DC,AT,2015-07-01,4355.00 
THS_PER,TOTAL,NSA,EMP_DC,AT,2015-10-01,4295.55 
THS_PER,TOTAL,NSA,EMP_DC,AT,2016-01-01,4251.08 
THS_PER,TOTAL,NSA,EMP_DC,AT,2016-04-01,4319.61 
THS_PER,TOTAL,NSA,EMP_DC,AT,2016-07-01,4412.29 
THS_PER,TOTAL,NSA,EMP_DC,AT,2016-10-01,4365.94 
THS_PER,TOTAL,NSA,EMP_DC,AT,2017-01-01,4329.62 
THS_PER,TOTAL,NSA,EMP_DC,AT,2017-04-01,4397.56 
THS_PER,TOTAL,NSA,EMP_DC,AT,2017-07-01,4478.82 
THS_PER,TOTAL,NSA,EMP_DC,AT,2017-10-01,4444.42 
THS_PER,TOTAL,NSA,EMP_DC,AT,2018-01-01,4413.21 
THS_PER,TOTAL,NSA,EMP_DC,AT,2018-04-01,4486.30 
THS_PER,TOTAL,NSA,EMP_DC,BE,1995-01-01,3833.60 
THS_PER,TOTAL,NSA,EMP_DC,BE,1995-04-01,3846.50 
THS_PER,TOTAL,NSA,EMP_DC,BE,1995-07-01,3924.60 
THS_PER,TOTAL,NSA,EMP_DC,BE,1995-10-01,3866.70 
THS_PER,TOTAL,NSA,EMP_DC,BE,1996-01-01,3853.70 
THS_PER,TOTAL,NSA,EMP_DC,BE,1996-04-01,3853.00 
THS_PER,TOTAL,NSA,EMP_DC,BE,1996-07-01,3931.70 
THS_PER,TOTAL,NSA,EMP_DC,BE,1996-10-01,3874.10 
THS_PER,TOTAL,NSA,EMP_DC,BE,1997-01-01,3871.00 
THS_PER,TOTAL,NSA,EMP_DC,BE,1997-04-01,3872.10 
THS_PER,TOTAL,NSA,EMP_DC,BE,1997-07-01,3957.70 
THS_PER,TOTAL,NSA,EMP_DC,BE,1997-10-01,3917.20 
THS_PER,TOTAL,NSA,EMP_DC,BE,1998-01-01,3920.60 
THS_PER,TOTAL,NSA,EMP_DC,BE,1998-04-01,3931.30 
THS_PER,TOTAL,NSA,EMP_DC,BE,1998-07-01,4042.00 
THS_PER,TOTAL,NSA,EMP_DC,BE,1998-10-01,3998.10 
THS_PER,TOTAL,NSA,EMP_DC,BE,1999-01-01,3990.30 
THS_PER,TOTAL,NSA,EMP_DC,BE,1999-04-01,3984.40 
THS_PER,TOTAL,NSA,EMP_DC,BE,1999-07-01,4088.70 
THS_PER,TOTAL,NSA,EMP_DC,BE,1999-10-01,4047.70 
THS_PER,TOTAL,NSA,EMP_DC,BE,2000-01-01,4058.50 
THS_PER,TOTAL,NSA,EMP_DC,BE,2000-04-01,4064.60 
THS_PER,TOTAL,NSA,EMP_DC,BE,2000-07-01,4181.70 
THS_PER,TOTAL,NSA,EMP_DC,BE,2000-10-01,4130.80 
THS_PER,TOTAL,NSA,EMP_DC,BE,2001-01-01,4135.90 
THS_PER,TOTAL,NSA,EMP_DC,BE,2001-04-01,4133.60 
THS_PER,TOTAL,NSA,EMP_DC,BE,2001-07-01,4237.00 
THS_PER,TOTAL,NSA,EMP_DC,BE,2001-10-01,4154.10 
THS_PER,TOTAL,NSA,EMP_DC,BE,2002-01-01,4136.60 
THS_PER,TOTAL,NSA,EMP_DC,BE,2002-04-01,4139.00 
THS_PER,TOTAL,NSA,EMP_DC,BE,2002-07-01,4220.30 
THS_PER,TOTAL,NSA,EMP_DC,BE,2002-10-01,4133.20 
THS_PER,TOTAL,NSA,EMP_DC,BE,2003-01-01,4113.10 
THS_PER,TOTAL,NSA,EMP_DC,BE,2003-04-01,4136.20 
THS_PER,TOTAL,NSA,EMP_DC,BE,2003-07-01,4223.60 
THS_PER,TOTAL,NSA,EMP_DC,BE,2003-10-01,4142.50 
THS_PER,TOTAL,NSA,EMP_DC,BE,2004-01-01,4150.80 
THS_PER,TOTAL,NSA,EMP_DC,BE,2004-04-01,4170.50 
THS_PER,TOTAL,NSA,EMP_DC,BE,2004-07-01,4267.90 
THS_PER,TOTAL,NSA,EMP_DC,BE,2004-10-01,4189.50 
THS_PER,TOTAL,NSA,EMP_DC,BE,2005-01-01,4215.00 
THS_PER,TOTAL,NSA,EMP_DC,BE,2005-04-01,4236.20 
THS_PER,TOTAL,NSA,EMP_DC,BE,2005-07-01,4330.90 
THS_PER,TOTAL,NSA,EMP_DC,BE,2005-10-01,4238.60 
THS_PER,TOTAL,NSA,EMP_DC,BE,2006-01-01,4247.20 
THS_PER,TOTAL,NSA,EMP_DC,BE,2006-04-01,4279.80 
THS_PER,TOTAL,NSA,EMP_DC,BE,2006-07-01,4385.00 
THS_PER,TOTAL,NSA,EMP_DC,BE,2006-10-01,4299.40 
THS_PER,TOTAL,NSA,EMP_DC,BE,2007-01-01,4312.30 
THS_PER,TOTAL,NSA,EMP_DC,BE,2007-04-01,4345.60 
THS_PER,TOTAL,NSA,EMP_DC,BE,2007-07-01,4458.50 
THS_PER,TOTAL,NSA,EMP_DC,BE,2007-10-01,4379.30 
THS_PER,TOTAL,NSA,EMP_DC,BE,2008-01-01,4398.60 
THS_PER,TOTAL,NSA,EMP_DC,BE,2008-04-01,4427.80 
THS_PER,TOTAL,NSA,EMP_DC,BE,2008-07-01,4542.20 
THS_PER,TOTAL,NSA,EMP_DC,BE,2008-10-01,4443.20 
THS_PER,TOTAL,NSA,EMP_DC,BE,2009-01-01,4423.80 
THS_PER,TOTAL,NSA,EMP_DC,BE,2009-04-01,4425.80 
THS_PER,TOTAL,NSA,EMP_DC,BE,2009-07-01,4512.90 
THS_PER,TOTAL,NSA,EMP_DC,BE,2009-10-01,4419.60 
THS_PER,TOTAL,NSA,EMP_DC,BE,2010-01-01,4418.80 
THS_PER,TOTAL,NSA,EMP_DC,BE,2010-04-01,4447.40 
THS_PER,TOTAL,NSA,EMP_DC,BE,2010-07-01,4558.90 
THS_PER,TOTAL,NSA,EMP_DC,BE,2010-10-01,4471.00 
THS_PER,TOTAL,NSA,EMP_DC,BE,2011-01-01,4482.80 
THS_PER,TOTAL,NSA,EMP_DC,BE,2011-04-01,4514.80 
THS_PER,TOTAL,NSA,EMP_DC,BE,2011-07-01,4620.20 
THS_PER,TOTAL,NSA,EMP_DC,BE,2011-10-01,4523.50 
THS_PER,TOTAL,NSA,EMP_DC,BE,2012-01-01,4519.00 
THS_PER,TOTAL,NSA,EMP_DC,BE,2012-04-01,4539.20 
THS_PER,TOTAL,NSA,EMP_DC,BE,2012-07-01,4633.40 
THS_PER,TOTAL,NSA,EMP_DC,BE,2012-10-01,4528.50 
THS_PER,TOTAL,NSA,EMP_DC,BE,2013-01-01,4509.80 
THS_PER,TOTAL,NSA,EMP_DC,BE,2013-04-01,4515.90 
THS_PER,TOTAL,NSA,EMP_DC,BE,2013-07-01,4614.40 
THS_PER,TOTAL,NSA,EMP_DC,BE,2013-10-01,4520.40 
THS_PER,TOTAL,NSA,EMP_DC,BE,2014-01-01,4513.70 
THS_PER,TOTAL,NSA,EMP_DC,BE,2014-04-01,4538.90 
THS_PER,TOTAL,NSA,EMP_DC,BE,2014-07-01,4637.70 
THS_PER,TOTAL,NSA,EMP_DC,BE,2014-10-01,4549.50 
THS_PER,TOTAL,NSA,EMP_DC,BE,2015-01-01,4546.10 
THS_PER,TOTAL,NSA,EMP_DC,BE,2015-04-01,4577.10 
THS_PER,TOTAL,NSA,EMP_DC,BE,2015-07-01,4685.20 
THS_PER,TOTAL,NSA,EMP_DC,BE,2015-10-01,4593.20 
THS_PER,TOTAL,NSA,EMP_DC,BE,2016-01-01,4593.10 
THS_PER,TOTAL,NSA,EMP_DC,BE,2016-04-01,4632.70 
THS_PER,TOTAL,NSA,EMP_DC,BE,2016-07-01,4749.40 
THS_PER,TOTAL,NSA,EMP_DC,BE,2016-10-01,4657.10 
THS_PER,TOTAL,NSA,EMP_DC,BE,2017-01-01,4663.20 
THS_PER,TOTAL,NSA,EMP_DC,BE,2017-04-01,4706.30 
THS_PER,TOTAL,NSA,EMP_DC,BE,2017-07-01,4811.30 
THS_PER,TOTAL,NSA,EMP_DC,BE,2017-10-01,4712.70 
THS_PER,TOTAL,NSA,EMP_DC,BE,2018-01-01,4721.60 
THS_PER,TOTAL,NSA,EMP_DC,BE,2018-04-01,4764.60 
THS_PER,TOTAL,NSA,EMP_DC,BG,1995-01-01,3340.69 
THS_PER,TOTAL,NSA,EMP_DC,BG,1995-04-01,3582.40 
THS_PER,TOTAL,NSA,EMP_DC,BG,1995-07-01,3689.32 
THS_PER,TOTAL,NSA,EMP_DC,BG,1995-10-01,3461.85 
THS_PER,TOTAL,NSA,EMP_DC,BG,1996-01-01,3459.83 
THS_PER,TOTAL,NSA,EMP_DC,BG,1996-04-01,3710.60 
THS_PER,TOTAL,NSA,EMP_DC,BG,1996-07-01,3792.63 
THS_PER,TOTAL,NSA,EMP_DC,BG,1996-10-01,3496.84 
THS_PER,TOTAL,NSA,EMP_DC,BG,1997-01-01,3393.67 
THS_PER,TOTAL,NSA,EMP_DC,BG,1997-04-01,3614.47 
THS_PER,TOTAL,NSA,EMP_DC,BG,1997-07-01,3666.55 
THS_PER,TOTAL,NSA,EMP_DC,BG,1997-10-01,3340.95 
THS_PER,TOTAL,NSA,EMP_DC,BG,1998-01-01,3301.43 
THS_PER,TOTAL,NSA,EMP_DC,BG,1998-04-01,3586.01 
THS_PER,TOTAL,NSA,EMP_DC,BG,1998-07-01,3684.02 
THS_PER,TOTAL,NSA,EMP_DC,BG,1998-10-01,3300.19 
THS_PER,TOTAL,NSA,EMP_DC,BG,1999-01-01,3195.38 
THS_PER,TOTAL,NSA,EMP_DC,BG,1999-04-01,3481.18 
THS_PER,TOTAL,NSA,EMP_DC,BG,1999-07-01,3471.75 
THS_PER,TOTAL,NSA,EMP_DC,BG,1999-10-01,3124.26 
THS_PER,TOTAL,NSA,EMP_DC,BG,2000-01-01,3130.61 
THS_PER,TOTAL,NSA,EMP_DC,BG,2000-04-01,3436.43 
THS_PER,TOTAL,NSA,EMP_DC,BG,2000-07-01,3370.10 
THS_PER,TOTAL,NSA,EMP_DC,BG,2000-10-01,3019.59 
THS_PER,TOTAL,NSA,EMP_DC,BG,2001-01-01,3107.64 
THS_PER,TOTAL,NSA,EMP_DC,BG,2001-04-01,3330.35 
THS_PER,TOTAL,NSA,EMP_DC,BG,2001-07-01,3342.50 
THS_PER,TOTAL,NSA,EMP_DC,BG,2001-10-01,3078.43 
THS_PER,TOTAL,NSA,EMP_DC,BG,2002-01-01,3084.31 
THS_PER,TOTAL,NSA,EMP_DC,BG,2002-04-01,3342.63 
THS_PER,TOTAL,NSA,EMP_DC,BG,2002-07-01,3359.19 
THS_PER,TOTAL,NSA,EMP_DC,BG,2002-10-01,3102.32 
THS_PER,TOTAL,NSA,EMP_DC,BG,2003-01-01,3091.72 
THS_PER,TOTAL,NSA,EMP_DC,BG,2003-04-01,3415.20 
THS_PER,TOTAL,NSA,EMP_DC,BG,2003-07-01,3492.49 
THS_PER,TOTAL,NSA,EMP_DC,BG,2003-10-01,3270.14 
THS_PER,TOTAL,NSA,EMP_DC,BG,2004-01-01,3186.86 
THS_PER,TOTAL,NSA,EMP_DC,BG,2004-04-01,3522.38 
THS_PER,TOTAL,NSA,EMP_DC,BG,2004-07-01,3592.93 
THS_PER,TOTAL,NSA,EMP_DC,BG,2004-10-01,3311.38 
THS_PER,TOTAL,NSA,EMP_DC,BG,2005-01-01,3248.97 
THS_PER,TOTAL,NSA,EMP_DC,BG,2005-04-01,3624.04 
THS_PER,TOTAL,NSA,EMP_DC,BG,2005-07-01,3687.54 
THS_PER,TOTAL,NSA,EMP_DC,BG,2005-10-01,3420.48 
THS_PER,TOTAL,NSA,EMP_DC,BG,2006-01-01,3385.88 
THS_PER,TOTAL,NSA,EMP_DC,BG,2006-04-01,3727.75 
THS_PER,TOTAL,NSA,EMP_DC,BG,2006-07-01,3783.84 
THS_PER,TOTAL,NSA,EMP_DC,BG,2006-10-01,3550.68 
THS_PER,TOTAL,NSA,EMP_DC,BG,2007-01-01,3506.70 
THS_PER,TOTAL,NSA,EMP_DC,BG,2007-04-01,3833.85 
THS_PER,TOTAL,NSA,EMP_DC,BG,2007-07-01,3906.31 
THS_PER,TOTAL,NSA,EMP_DC,BG,2007-10-01,3660.08 
THS_PER,TOTAL,NSA,EMP_DC,BG,2008-01-01,3623.07 
THS_PER,TOTAL,NSA,EMP_DC,BG,2008-04-01,3891.10 
THS_PER,TOTAL,NSA,EMP_DC,BG,2008-07-01,4016.67 
THS_PER,TOTAL,NSA,EMP_DC,BG,2008-10-01,3727.71 
THS_PER,TOTAL,NSA,EMP_DC,BG,2009-01-01,3648.68 
THS_PER,TOTAL,NSA,EMP_DC,BG,2009-04-01,3890.34 
THS_PER,TOTAL,NSA,EMP_DC,BG,2009-07-01,3879.13 
THS_PER,TOTAL,NSA,EMP_DC,BG,2009-10-01,3579.00 
THS_PER,TOTAL,NSA,EMP_DC,BG,2010-01-01,3480.09 
THS_PER,TOTAL,NSA,EMP_DC,BG,2010-04-01,3705.39 
THS_PER,TOTAL,NSA,EMP_DC,BG,2010-07-01,3783.39 
THS_PER,TOTAL,NSA,EMP_DC,BG,2010-10-01,3446.64 
THS_PER,TOTAL,NSA,EMP_DC,BG,2011-01-01,3424.90 
THS_PER,TOTAL,NSA,EMP_DC,BG,2011-04-01,3619.21 
THS_PER,TOTAL,NSA,EMP_DC,BG,2011-07-01,3696.20 
THS_PER,TOTAL,NSA,EMP_DC,BG,2011-10-01,3357.87 
THS_PER,TOTAL,NSA,EMP_DC,BG,2012-01-01,3347.05 p
THS_PER,TOTAL,NSA,EMP_DC,BG,2012-04-01,3492.33 p
THS_PER,TOTAL,NSA,EMP_DC,BG,2012-07-01,3627.20 p
THS_PER,TOTAL,NSA,EMP_DC,BG,2012-10-01,3278.96 p
THS_PER,TOTAL,NSA,EMP_DC,BG,2013-01-01,3291.07 p
THS_PER,TOTAL,NSA,EMP_DC,BG,2013-04-01,3515.80 p
THS_PER,TOTAL,NSA,EMP_DC,BG,2013-07-01,3624.05 p
THS_PER,TOTAL,NSA,EMP_DC,BG,2013-10-01,3255.36 p
THS_PER,TOTAL,NSA,EMP_DC,BG,2014-01-01,3302.42 p
THS_PER,TOTAL,NSA,EMP_DC,BG,2014-04-01,3526.41 p
THS_PER,TOTAL,NSA,EMP_DC,BG,2014-07-01,3648.24 p
THS_PER,TOTAL,NSA,EMP_DC,BG,2014-10-01,3259.57 p
THS_PER,TOTAL,NSA,EMP_DC,BG,2015-01-01,3327.37 p
THS_PER,TOTAL,NSA,EMP_DC,BG,2015-04-01,3533.52 p
THS_PER,TOTAL,NSA,EMP_DC,BG,2015-07-01,3653.74 p
THS_PER,TOTAL,NSA,EMP_DC,BG,2015-10-01,3270.11 p
THS_PER,TOTAL,NSA,EMP_DC,BG,2016-01-01,3358.24 p
THS_PER,TOTAL,NSA,EMP_DC,BG,2016-04-01,3587.10 p
THS_PER,TOTAL,NSA,EMP_DC,BG,2016-07-01,3618.58 p
THS_PER,TOTAL,NSA,EMP_DC,BG,2016-10-01,3289.40 p
THS_PER,TOTAL,NSA,EMP_DC,BG,2017-01-01,3398.33 p
THS_PER,TOTAL,NSA,EMP_DC,BG,2017-04-01,3619.26 p
THS_PER,TOTAL,NSA,EMP_DC,BG,2017-07-01,3716.85 p
THS_PER,TOTAL,NSA,EMP_DC,BG,2017-10-01,3366.87 p
THS_PER,TOTAL,NSA,EMP_DC,BG,2018-01-01,3439.02 p
THS_PER,TOTAL,NSA,EMP_DC,BG,2018-04-01,3625.50 p
THS_PER,TOTAL,NSA,EMP_DC,CY,1995-01-01,287.28 
THS_PER,TOTAL,NSA,EMP_DC,CY,1995-04-01,298.79 
THS_PER,TOTAL,NSA,EMP_DC,CY,1995-07-01,303.29 
THS_PER,TOTAL,NSA,EMP_DC,CY,1995-10-01,294.39 
THS_PER,TOTAL,NSA,EMP_DC,CY,1996-01-01,288.53 
THS_PER,TOTAL,NSA,EMP_DC,CY,1996-04-01,300.38 
THS_PER,TOTAL,NSA,EMP_DC,CY,1996-07-01,304.86 
THS_PER,TOTAL,NSA,EMP_DC,CY,1996-10-01,296.24 
THS_PER,TOTAL,NSA,EMP_DC,CY,1997-01-01,289.51 
THS_PER,TOTAL,NSA,EMP_DC,CY,1997-04-01,302.24 
THS_PER,TOTAL,NSA,EMP_DC,CY,1997-07-01,306.77 
THS_PER,TOTAL,NSA,EMP_DC,CY,1997-10-01,298.77 
THS_PER,TOTAL,NSA,EMP_DC,CY,1998-01-01,294.46 
THS_PER,TOTAL,NSA,EMP_DC,CY,1998-04-01,307.14 
THS_PER,TOTAL,NSA,EMP_DC,CY,1998-07-01,311.56 
THS_PER,TOTAL,NSA,EMP_DC,CY,1998-10-01,302.93 
THS_PER,TOTAL,NSA,EMP_DC,CY,1999-01-01,298.94 
THS_PER,TOTAL,NSA,EMP_DC,CY,1999-04-01,312.74 
THS_PER,TOTAL,NSA,EMP_DC,CY,1999-07-01,317.83 
THS_PER,TOTAL,NSA,EMP_DC,CY,1999-10-01,309.04 
THS_PER,TOTAL,NSA,EMP_DC,CY,2000-01-01,309.70 
THS_PER,TOTAL,NSA,EMP_DC,CY,2000-04-01,314.75 
THS_PER,TOTAL,NSA,EMP_DC,CY,2000-07-01,317.05 
THS_PER,TOTAL,NSA,EMP_DC,CY,2000-10-01,317.55 
THS_PER,TOTAL,NSA,EMP_DC,CY,2001-01-01,315.96 
THS_PER,TOTAL,NSA,EMP_DC,CY,2001-04-01,321.52 
THS_PER,TOTAL,NSA,EMP_DC,CY,2001-07-01,324.04 
THS_PER,TOTAL,NSA,EMP_DC,CY,2001-10-01,324.76 
THS_PER,TOTAL,NSA,EMP_DC,CY,2002-01-01,322.77 
THS_PER,TOTAL,NSA,EMP_DC,CY,2002-04-01,328.19 
THS_PER,TOTAL,NSA,EMP_DC,CY,2002-07-01,330.68 
THS_PER,TOTAL,NSA,EMP_DC,CY,2002-10-01,331.53 
THS_PER,TOTAL,NSA,EMP_DC,CY,2003-01-01,334.70 
THS_PER,TOTAL,NSA,EMP_DC,CY,2003-04-01,339.70 
THS_PER,TOTAL,NSA,EMP_DC,CY,2003-07-01,342.31 
THS_PER,TOTAL,NSA,EMP_DC,CY,2003-10-01,343.70 
THS_PER,TOTAL,NSA,EMP_DC,CY,2004-01-01,349.76 
THS_PER,TOTAL,NSA,EMP_DC,CY,2004-04-01,352.58 
THS_PER,TOTAL,NSA,EMP_DC,CY,2004-07-01,355.15 
THS_PER,TOTAL,NSA,EMP_DC,CY,2004-10-01,356.95 
THS_PER,TOTAL,NSA,EMP_DC,CY,2005-01-01,361.13 
THS_PER,TOTAL,NSA,EMP_DC,CY,2005-04-01,366.55 
THS_PER,TOTAL,NSA,EMP_DC,CY,2005-07-01,370.12 
THS_PER,TOTAL,NSA,EMP_DC,CY,2005-10-01,368.02 
THS_PER,TOTAL,NSA,EMP_DC,CY,2006-01-01,364.89 
THS_PER,TOTAL,NSA,EMP_DC,CY,2006-04-01,375.04 
THS_PER,TOTAL,NSA,EMP_DC,CY,2006-07-01,375.12 
THS_PER,TOTAL,NSA,EMP_DC,CY,2006-10-01,377.96 
THS_PER,TOTAL,NSA,EMP_DC,CY,2007-01-01,379.44 
THS_PER,TOTAL,NSA,EMP_DC,CY,2007-04-01,391.43 
THS_PER,TOTAL,NSA,EMP_DC,CY,2007-07-01,394.31 
THS_PER,TOTAL,NSA,EMP_DC,CY,2007-10-01,393.92 
THS_PER,TOTAL,NSA,EMP_DC,CY,2008-01-01,390.92 
THS_PER,TOTAL,NSA,EMP_DC,CY,2008-04-01,406.50 
THS_PER,TOTAL,NSA,EMP_DC,CY,2008-07-01,413.00 
THS_PER,TOTAL,NSA,EMP_DC,CY,2008-10-01,403.61 
THS_PER,TOTAL,NSA,EMP_DC,CY,2009-01-01,400.11 
THS_PER,TOTAL,NSA,EMP_DC,CY,2009-04-01,406.79 
THS_PER,TOTAL,NSA,EMP_DC,CY,2009-07-01,407.96 
THS_PER,TOTAL,NSA,EMP_DC,CY,2009-10-01,399.71 
THS_PER,TOTAL,NSA,EMP_DC,CY,2010-01-01,397.76 
THS_PER,TOTAL,NSA,EMP_DC,CY,2010-04-01,408.58 
THS_PER,TOTAL,NSA,EMP_DC,CY,2010-07-01,409.72 
THS_PER,TOTAL,NSA,EMP_DC,CY,2010-10-01,406.25 
THS_PER,TOTAL,NSA,EMP_DC,CY,2011-01-01,401.67 
THS_PER,TOTAL,NSA,EMP_DC,CY,2011-04-01,410.66 
THS_PER,TOTAL,NSA,EMP_DC,CY,2011-07-01,408.92 
THS_PER,TOTAL,NSA,EMP_DC,CY,2011-10-01,401.45 
THS_PER,TOTAL,NSA,EMP_DC,CY,2012-01-01,392.44 
THS_PER,TOTAL,NSA,EMP_DC,CY,2012-04-01,399.62 
THS_PER,TOTAL,NSA,EMP_DC,CY,2012-07-01,394.23 
THS_PER,TOTAL,NSA,EMP_DC,CY,2012-10-01,384.71 
THS_PER,TOTAL,NSA,EMP_DC,CY,2013-01-01,371.93 
THS_PER,TOTAL,NSA,EMP_DC,CY,2013-04-01,373.39 
THS_PER,TOTAL,NSA,EMP_DC,CY,2013-07-01,369.66 
THS_PER,TOTAL,NSA,EMP_DC,CY,2013-10-01,362.70 
