indic_bt,s_adj,unit,nace_r2,geotime,date,value
PRON,NSA,I15,H494,EU28,2016-10-01,100.2 
PRON,NSA,I15,H494,EU28,2017-01-01,99.9 
PRON,NSA,I15,H494,EU28,2017-04-01,100.5 
PRON,NSA,I15,H494,EU28,2017-07-01,100.8 
PRON,NSA,I15,H494,EU28,2017-10-01,101.3 
PRON,NSA,I15,H494,EU28,2018-01-01,101.8 
PRON,NSA,I15,H494,EU28,2018-04-01,102.7 
PRON,NSA,I15,H494,EU28,2018-07-01,
PRON,NSA,I15,H494,FI,2015-10-01,97.4 
PRON,NSA,I15,H494,FI,2016-01-01,96.8 
PRON,NSA,I15,H494,FI,2016-04-01,97.2 
PRON,NSA,I15,H494,FI,2016-07-01,97.4 
PRON,NSA,I15,H494,FI,2016-10-01,97.8 
PRON,NSA,I15,H494,FI,2017-01-01,99.5 
PRON,NSA,I15,H494,FI,2017-04-01,100.2 
PRON,NSA,I15,H494,FI,2017-07-01,100.6 
PRON,NSA,I15,H494,FI,2017-10-01,101.0 
PRON,NSA,I15,H494,FI,2018-01-01,102.6 
PRON,NSA,I15,H494,FI,2018-04-01,103.6 
PRON,NSA,I15,H494,FI,2018-07-01,
PRON,NSA,I15,H494,FR,2015-10-01,99.7 
PRON,NSA,I15,H494,FR,2016-01-01,99.0 
PRON,NSA,I15,H494,FR,2016-04-01,99.7 
PRON,NSA,I15,H494,FR,2016-07-01,100.0 
PRON,NSA,I15,H494,FR,2016-10-01,100.3 
PRON,NSA,I15,H494,FR,2017-01-01,100.5 
PRON,NSA,I15,H494,FR,2017-04-01,100.7 p
PRON,NSA,I15,H494,FR,2017-07-01,100.6 p
PRON,NSA,I15,H494,FR,2017-10-01,100.9 p
PRON,NSA,I15,H494,FR,2018-01-01,101.6 p
PRON,NSA,I15,H494,FR,2018-04-01,102.6 p
PRON,NSA,I15,H494,FR,2018-07-01,
PRON,NSA,I15,H494,HR,2015-10-01,99.8 
PRON,NSA,I15,H494,HR,2016-01-01,98.9 
PRON,NSA,I15,H494,HR,2016-04-01,98.3 
PRON,NSA,I15,H494,HR,2016-07-01,97.9 
PRON,NSA,I15,H494,HR,2016-10-01,97.8 
PRON,NSA,I15,H494,HR,2017-01-01,97.7 
PRON,NSA,I15,H494,HR,2017-04-01,97.5 
PRON,NSA,I15,H494,HR,2017-07-01,97.5 
PRON,NSA,I15,H494,HR,2017-10-01,97.7 
PRON,NSA,I15,H494,HR,2018-01-01,97.7 
PRON,NSA,I15,H494,HR,2018-04-01,98.1 
PRON,NSA,I15,H494,HR,2018-07-01,
PRON,NSA,I15,H494,HU,2015-10-01,100.2 
PRON,NSA,I15,H494,HU,2016-01-01,99.0 
PRON,NSA,I15,H494,HU,2016-04-01,99.3 
PRON,NSA,I15,H494,HU,2016-07-01,98.8 
PRON,NSA,I15,H494,HU,2016-10-01,98.9 
PRON,NSA,I15,H494,HU,2017-01-01,99.6 
PRON,NSA,I15,H494,HU,2017-04-01,99.6 
PRON,NSA,I15,H494,HU,2017-07-01,99.4 
PRON,NSA,I15,H494,HU,2017-10-01,100.0 
PRON,NSA,I15,H494,HU,2018-01-01,100.8 
PRON,NSA,I15,H494,HU,2018-04-01,102.8 
PRON,NSA,I15,H494,HU,2018-07-01,
PRON,NSA,I15,H494,IE,2015-10-01,100.1 p
PRON,NSA,I15,H494,IE,2016-01-01,99.3 p
PRON,NSA,I15,H494,IE,2016-04-01,99.6 p
PRON,NSA,I15,H494,IE,2016-07-01,101.0 p
PRON,NSA,I15,H494,IE,2016-10-01,100.9 p
PRON,NSA,I15,H494,IE,2017-01-01,101.2 p
PRON,NSA,I15,H494,IE,2017-04-01,100.7 p
PRON,NSA,I15,H494,IE,2017-07-01,100.9 p
PRON,NSA,I15,H494,IE,2017-10-01,100.9 p
PRON,NSA,I15,H494,IE,2018-01-01,101.2 p
PRON,NSA,I15,H494,IE,2018-04-01,101.5 p
PRON,NSA,I15,H494,IE,2018-07-01,
PRON,NSA,I15,H494,IT,2015-10-01,99.3 
PRON,NSA,I15,H494,IT,2016-01-01,96.7 
PRON,NSA,I15,H494,IT,2016-04-01,98.7 
PRON,NSA,I15,H494,IT,2016-07-01,99.4 
PRON,NSA,I15,H494,IT,2016-10-01,97.9 
PRON,NSA,I15,H494,IT,2017-01-01,94.6 
PRON,NSA,I15,H494,IT,2017-04-01,96.1 
PRON,NSA,I15,H494,IT,2017-07-01,97.0 
PRON,NSA,I15,H494,IT,2017-10-01,96.7 
PRON,NSA,I15,H494,IT,2018-01-01,97.7 
PRON,NSA,I15,H494,IT,2018-04-01,98.6 
PRON,NSA,I15,H494,IT,2018-07-01,
PRON,NSA,I15,H494,LT,2015-10-01,100.3 
PRON,NSA,I15,H494,LT,2016-01-01,100.0 
PRON,NSA,I15,H494,LT,2016-04-01,99.8 
PRON,NSA,I15,H494,LT,2016-07-01,98.9 
PRON,NSA,I15,H494,LT,2016-10-01,98.6 
PRON,NSA,I15,H494,LT,2017-01-01,97.6 
PRON,NSA,I15,H494,LT,2017-04-01,98.0 
PRON,NSA,I15,H494,LT,2017-07-01,97.5 
PRON,NSA,I15,H494,LT,2017-10-01,99.2 
PRON,NSA,I15,H494,LT,2018-01-01,98.2 
PRON,NSA,I15,H494,LT,2018-04-01,97.9 p
PRON,NSA,I15,H494,LT,2018-07-01,
PRON,NSA,I15,H494,LU,2015-10-01,99.9 
PRON,NSA,I15,H494,LU,2016-01-01,101.2 
PRON,NSA,I15,H494,LU,2016-04-01,101.6 
PRON,NSA,I15,H494,LU,2016-07-01,102.3 
PRON,NSA,I15,H494,LU,2016-10-01,102.8 
PRON,NSA,I15,H494,LU,2017-01-01,103.5 
PRON,NSA,I15,H494,LU,2017-04-01,105.1 
PRON,NSA,I15,H494,LU,2017-07-01,102.7 
PRON,NSA,I15,H494,LU,2017-10-01,103.2 
PRON,NSA,I15,H494,LU,2018-01-01,105.5 
PRON,NSA,I15,H494,LU,2018-04-01,106.4 
PRON,NSA,I15,H494,LU,2018-07-01,
PRON,NSA,I15,H494,LV,2015-10-01,98.1 
PRON,NSA,I15,H494,LV,2016-01-01,96.8 
PRON,NSA,I15,H494,LV,2016-04-01,95.8 
PRON,NSA,I15,H494,LV,2016-07-01,96.5 
PRON,NSA,I15,H494,LV,2016-10-01,95.2 
PRON,NSA,I15,H494,LV,2017-01-01,94.0 
PRON,NSA,I15,H494,LV,2017-04-01,95.0 
PRON,NSA,I15,H494,LV,2017-07-01,95.4 
PRON,NSA,I15,H494,LV,2017-10-01,97.6 
PRON,NSA,I15,H494,LV,2018-01-01,99.8 
PRON,NSA,I15,H494,LV,2018-04-01,100.4 
PRON,NSA,I15,H494,LV,2018-07-01,
PRON,NSA,I15,H494,NL,2015-10-01,99.8 
PRON,NSA,I15,H494,NL,2016-01-01,99.7 
PRON,NSA,I15,H494,NL,2016-04-01,100.1 
PRON,NSA,I15,H494,NL,2016-07-01,100.2 
PRON,NSA,I15,H494,NL,2016-10-01,100.5 
PRON,NSA,I15,H494,NL,2017-01-01,101.3 
PRON,NSA,I15,H494,NL,2017-04-01,101.5 
PRON,NSA,I15,H494,NL,2017-07-01,101.5 
PRON,NSA,I15,H494,NL,2017-10-01,101.9 
PRON,NSA,I15,H494,NL,2018-01-01,103.7 
PRON,NSA,I15,H494,NL,2018-04-01,104.2 p
PRON,NSA,I15,H494,NL,2018-07-01,
PRON,NSA,I15,H494,NO,2015-10-01,100.1 
PRON,NSA,I15,H494,NO,2016-01-01,100.3 
PRON,NSA,I15,H494,NO,2016-04-01,100.4 
PRON,NSA,I15,H494,NO,2016-07-01,100.9 
PRON,NSA,I15,H494,NO,2016-10-01,100.3 
PRON,NSA,I15,H494,NO,2017-01-01,102.0 
PRON,NSA,I15,H494,NO,2017-04-01,101.6 
PRON,NSA,I15,H494,NO,2017-07-01,102.0 
PRON,NSA,I15,H494,NO,2017-10-01,102.4 
PRON,NSA,I15,H494,NO,2018-01-01,103.1 
PRON,NSA,I15,H494,NO,2018-04-01,103.4 
PRON,NSA,I15,H494,NO,2018-07-01,
PRON,NSA,I15,H494,PL,2015-10-01,102.0 
PRON,NSA,I15,H494,PL,2016-01-01,102.2 
PRON,NSA,I15,H494,PL,2016-04-01,102.5 
PRON,NSA,I15,H494,PL,2016-07-01,102.6 
PRON,NSA,I15,H494,PL,2016-10-01,102.9 
PRON,NSA,I15,H494,PL,2017-01-01,102.8 
PRON,NSA,I15,H494,PL,2017-04-01,103.0 
PRON,NSA,I15,H494,PL,2017-07-01,102.6 
PRON,NSA,I15,H494,PL,2017-10-01,103.0 
PRON,NSA,I15,H494,PL,2018-01-01,103.5 
PRON,NSA,I15,H494,PL,2018-04-01,104.6 
PRON,NSA,I15,H494,PL,2018-07-01,
PRON,NSA,I15,H494,RO,2015-10-01,102.4 
PRON,NSA,I15,H494,RO,2016-01-01,107.1 
PRON,NSA,I15,H494,RO,2016-04-01,112.5 
PRON,NSA,I15,H494,RO,2016-07-01,115.7 
PRON,NSA,I15,H494,RO,2016-10-01,116.6 
PRON,NSA,I15,H494,RO,2017-01-01,122.2 
PRON,NSA,I15,H494,RO,2017-04-01,126.2 
PRON,NSA,I15,H494,RO,2017-07-01,128.7 
PRON,NSA,I15,H494,RO,2017-10-01,131.1 
PRON,NSA,I15,H494,RO,2018-01-01,134.3 
PRON,NSA,I15,H494,RO,2018-04-01,139.6 p
PRON,NSA,I15,H494,RO,2018-07-01,
PRON,NSA,I15,H494,SE,2015-10-01,99.8 
PRON,NSA,I15,H494,SE,2016-01-01,100.1 
PRON,NSA,I15,H494,SE,2016-04-01,99.8 
PRON,NSA,I15,H494,SE,2016-07-01,100.2 
PRON,NSA,I15,H494,SE,2016-10-01,100.4 
PRON,NSA,I15,H494,SE,2017-01-01,101.7 
PRON,NSA,I15,H494,SE,2017-04-01,101.6 
PRON,NSA,I15,H494,SE,2017-07-01,101.8 
PRON,NSA,I15,H494,SE,2017-10-01,102.1 
PRON,NSA,I15,H494,SE,2018-01-01,104.1 
PRON,NSA,I15,H494,SE,2018-04-01,104.2 
PRON,NSA,I15,H494,SE,2018-07-01,
PRON,NSA,I15,H494,SI,2015-10-01,99.8 
PRON,NSA,I15,H494,SI,2016-01-01,99.2 
PRON,NSA,I15,H494,SI,2016-04-01,98.4 
PRON,NSA,I15,H494,SI,2016-07-01,98.5 
PRON,NSA,I15,H494,SI,2016-10-01,98.6 
PRON,NSA,I15,H494,SI,2017-01-01,98.8 
PRON,NSA,I15,H494,SI,2017-04-01,98.8 
PRON,NSA,I15,H494,SI,2017-07-01,99.0 
PRON,NSA,I15,H494,SI,2017-10-01,98.7 
PRON,NSA,I15,H494,SI,2018-01-01,99.3 
PRON,NSA,I15,H494,SI,2018-04-01,99.7 
PRON,NSA,I15,H494,SI,2018-07-01,
PRON,NSA,I15,H494,SK,2015-10-01,100.0 
PRON,NSA,I15,H494,SK,2016-01-01,99.0 
PRON,NSA,I15,H494,SK,2016-04-01,96.6 
PRON,NSA,I15,H494,SK,2016-07-01,96.5 
PRON,NSA,I15,H494,SK,2016-10-01,95.1 
PRON,NSA,I15,H494,SK,2017-01-01,96.8 
PRON,NSA,I15,H494,SK,2017-04-01,97.2 
PRON,NSA,I15,H494,SK,2017-07-01,97.5 
PRON,NSA,I15,H494,SK,2017-10-01,97.4 
PRON,NSA,I15,H494,SK,2018-01-01,101.8 
PRON,NSA,I15,H494,SK,2018-04-01,102.3 
PRON,NSA,I15,H494,SK,2018-07-01,
PRON,NSA,I15,H494,UK,2015-10-01,100.1 
PRON,NSA,I15,H494,UK,2016-01-01,100.4 
PRON,NSA,I15,H494,UK,2016-04-01,100.4 
PRON,NSA,I15,H494,UK,2016-07-01,99.9 
PRON,NSA,I15,H494,UK,2016-10-01,100.1 
PRON,NSA,I15,H494,UK,2017-01-01,100.4 
PRON,NSA,I15,H494,UK,2017-04-01,100.6 
PRON,NSA,I15,H494,UK,2017-07-01,100.8 
PRON,NSA,I15,H494,UK,2017-10-01,101.3 
PRON,NSA,I15,H494,UK,2018-01-01,101.5 
PRON,NSA,I15,H494,UK,2018-04-01,102.0 
PRON,NSA,I15,H494,UK,2018-07-01,103.1 
PRON,NSA,I15,H494-N812_STS,AT,2015-10-01,100.5 s
PRON,NSA,I15,H494-N812_STS,AT,2016-01-01,101.5 s
PRON,NSA,I15,H494-N812_STS,AT,2016-04-01,101.7 s
PRON,NSA,I15,H494-N812_STS,AT,2016-07-01,101.6 s
PRON,NSA,I15,H494-N812_STS,AT,2016-10-01,101.6 s
PRON,NSA,I15,H494-N812_STS,AT,2017-01-01,102.2 s
PRON,NSA,I15,H494-N812_STS,AT,2017-04-01,102.4 s
PRON,NSA,I15,H494-N812_STS,AT,2017-07-01,102.4 s
PRON,NSA,I15,H494-N812_STS,AT,2017-10-01,102.7 s
PRON,NSA,I15,H494-N812_STS,AT,2018-01-01,103.3 s
PRON,NSA,I15,H494-N812_STS,AT,2018-04-01,103.6 ps
PRON,NSA,I15,H494-N812_STS,AT,2018-07-01,
PRON,NSA,I15,H494-N812_STS,BE,2015-10-01,100.2 
PRON,NSA,I15,H494-N812_STS,BE,2016-01-01,100.4 
PRON,NSA,I15,H494-N812_STS,BE,2016-04-01,101.1 
PRON,NSA,I15,H494-N812_STS,BE,2016-07-01,101.4 
PRON,NSA,I15,H494-N812_STS,BE,2016-10-01,102.1 
PRON,NSA,I15,H494-N812_STS,BE,2017-01-01,102.3 
PRON,NSA,I15,H494-N812_STS,BE,2017-04-01,102.5 
PRON,NSA,I15,H494-N812_STS,BE,2017-07-01,102.8 
PRON,NSA,I15,H494-N812_STS,BE,2017-10-01,102.8 
PRON,NSA,I15,H494-N812_STS,BE,2018-01-01,102.9 
PRON,NSA,I15,H494-N812_STS,BE,2018-04-01,103.4 
PRON,NSA,I15,H494-N812_STS,BE,2018-07-01,
PRON,NSA,I15,H494-N812_STS,BG,2015-10-01,99.9 s
PRON,NSA,I15,H494-N812_STS,BG,2016-01-01,100.0 s
PRON,NSA,I15,H494-N812_STS,BG,2016-04-01,100.5 s
PRON,NSA,I15,H494-N812_STS,BG,2016-07-01,99.9 s
PRON,NSA,I15,H494-N812_STS,BG,2016-10-01,100.3 s
PRON,NSA,I15,H494-N812_STS,BG,2017-01-01,101.0 s
PRON,NSA,I15,H494-N812_STS,BG,2017-04-01,101.8 s
PRON,NSA,I15,H494-N812_STS,BG,2017-07-01,101.5 s
PRON,NSA,I15,H494-N812_STS,BG,2017-10-01,102.3 s
PRON,NSA,I15,H494-N812_STS,BG,2018-01-01,102.8 s
PRON,NSA,I15,H494-N812_STS,BG,2018-04-01,103.5 s
PRON,NSA,I15,H494-N812_STS,BG,2018-07-01,
PRON,NSA,I15,H494-N812_STS,CY,2015-10-01,99.7 ps
PRON,NSA,I15,H494-N812_STS,CY,2016-01-01,99.4 ps
PRON,NSA,I15,H494-N812_STS,CY,2016-04-01,100.1 ps
PRON,NSA,I15,H494-N812_STS,CY,2016-07-01,100.7 ps
PRON,NSA,I15,H494-N812_STS,CY,2016-10-01,98.5 ps
PRON,NSA,I15,H494-N812_STS,CY,2017-01-01,98.7 ps
PRON,NSA,I15,H494-N812_STS,CY,2017-04-01,99.4 ps
PRON,NSA,I15,H494-N812_STS,CY,2017-07-01,100.0 ps
PRON,NSA,I15,H494-N812_STS,CY,2017-10-01,99.6 ps
PRON,NSA,I15,H494-N812_STS,CY,2018-01-01,97.0 ps
PRON,NSA,I15,H494-N812_STS,CY,2018-04-01,99.0 ps
PRON,NSA,I15,H494-N812_STS,CY,2018-07-01,
PRON,NSA,I15,H494-N812_STS,CZ,2015-10-01,100.5 s
PRON,NSA,I15,H494-N812_STS,CZ,2016-01-01,100.1 s
PRON,NSA,I15,H494-N812_STS,CZ,2016-04-01,101.5 s
PRON,NSA,I15,H494-N812_STS,CZ,2016-07-01,100.5 s
PRON,NSA,I15,H494-N812_STS,CZ,2016-10-01,101.2 s
PRON,NSA,I15,H494-N812_STS,CZ,2017-01-01,101.0 s
PRON,NSA,I15,H494-N812_STS,CZ,2017-04-01,102.7 s
PRON,NSA,I15,H494-N812_STS,CZ,2017-07-01,102.4 s
PRON,NSA,I15,H494-N812_STS,CZ,2017-10-01,103.3 s
PRON,NSA,I15,H494-N812_STS,CZ,2018-01-01,102.9 s
PRON,NSA,I15,H494-N812_STS,CZ,2018-04-01,103.3 s
PRON,NSA,I15,H494-N812_STS,CZ,2018-07-01,
PRON,NSA,I15,H494-N812_STS,DE,2015-10-01,99.6 s
PRON,NSA,I15,H494-N812_STS,DE,2016-01-01,99.1 s
PRON,NSA,I15,H494-N812_STS,DE,2016-04-01,99.3 s
PRON,NSA,I15,H494-N812_STS,DE,2016-07-01,100.0 s
PRON,NSA,I15,H494-N812_STS,DE,2016-10-01,100.5 s
PRON,NSA,I15,H494-N812_STS,DE,2017-01-01,100.9 s
PRON,NSA,I15,H494-N812_STS,DE,2017-04-01,101.5 s
PRON,NSA,I15,H494-N812_STS,DE,2017-07-01,101.4 s
PRON,NSA,I15,H494-N812_STS,DE,2017-10-01,101.5 s
PRON,NSA,I15,H494-N812_STS,DE,2018-01-01,101.6 s
PRON,NSA,I15,H494-N812_STS,DE,2018-04-01,101.6 s
PRON,NSA,I15,H494-N812_STS,DE,2018-07-01,
PRON,NSA,I15,H494-N812_STS,DK,2015-10-01,96.3 s
PRON,NSA,I15,H494-N812_STS,DK,2016-01-01,94.5 s
PRON,NSA,I15,H494-N812_STS,DK,2016-04-01,91.2 s
PRON,NSA,I15,H494-N812_STS,DK,2016-07-01,91.3 s
PRON,NSA,I15,H494-N812_STS,DK,2016-10-01,92.0 s
PRON,NSA,I15,H494-N812_STS,DK,2017-01-01,94.6 s
PRON,NSA,I15,H494-N812_STS,DK,2017-04-01,96.7 s
PRON,NSA,I15,H494-N812_STS,DK,2017-07-01,96.6 s
PRON,NSA,I15,H494-N812_STS,DK,2017-10-01,94.1 s
PRON,NSA,I15,H494-N812_STS,DK,2018-01-01,97.6 s
PRON,NSA,I15,H494-N812_STS,DK,2018-04-01,97.5 s
PRON,NSA,I15,H494-N812_STS,DK,2018-07-01,
PRON,NSA,I15,H494-N812_STS,EA19,2015-10-01,100.0 
PRON,NSA,I15,H494-N812_STS,EA19,2016-01-01,99.4 
PRON,NSA,I15,H494-N812_STS,EA19,2016-04-01,99.8 
PRON,NSA,I15,H494-N812_STS,EA19,2016-07-01,99.8 
PRON,NSA,I15,H494-N812_STS,EA19,2016-10-01,100.3 
PRON,NSA,I15,H494-N812_STS,EA19,2017-01-01,100.3 
PRON,NSA,I15,H494-N812_STS,EA19,2017-04-01,101.0 
PRON,NSA,I15,H494-N812_STS,EA19,2017-07-01,100.9 
PRON,NSA,I15,H494-N812_STS,EA19,2017-10-01,101.5 
PRON,NSA,I15,H494-N812_STS,EA19,2018-01-01,101.6 
PRON,NSA,I15,H494-N812_STS,EA19,2018-04-01,102.0 
PRON,NSA,I15,H494-N812_STS,EA19,2018-07-01,
PRON,NSA,I15,H494-N812_STS,EL,2015-10-01,99.8 s
PRON,NSA,I15,H494-N812_STS,EL,2016-01-01,98.9 s
PRON,NSA,I15,H494-N812_STS,EL,2016-04-01,100.1 s
PRON,NSA,I15,H494-N812_STS,EL,2016-07-01,105.1 s
PRON,NSA,I15,H494-N812_STS,EL,2016-10-01,105.4 s
PRON,NSA,I15,H494-N812_STS,EL,2017-01-01,104.5 s
PRON,NSA,I15,H494-N812_STS,EL,2017-04-01,107.7 s
PRON,NSA,I15,H494-N812_STS,EL,2017-07-01,109.5 s
PRON,NSA,I15,H494-N812_STS,EL,2017-10-01,108.6 s
PRON,NSA,I15,H494-N812_STS,EL,2018-01-01,107.9 s
PRON,NSA,I15,H494-N812_STS,EL,2018-04-01,109.9 s
PRON,NSA,I15,H494-N812_STS,EL,2018-07-01,
PRON,NSA,I15,H494-N812_STS,ES,2015-10-01,100.5 s
