s_adj,unit,nace_r2,lcstruct,geotime,date,value
SCA,PCH_PRE,B-E,D1_D4_MD5,EE,2018-04-01,1.1
SCA,PCH_PRE,B-E,D1_D4_MD5,EL,2015-07-01,6.1
SCA,PCH_PRE,B-E,D1_D4_MD5,EL,2015-10-01,-0.5
SCA,PCH_PRE,B-E,D1_D4_MD5,EL,2016-01-01,-1.3
SCA,PCH_PRE,B-E,D1_D4_MD5,EL,2016-04-01,-3.0
SCA,PCH_PRE,B-E,D1_D4_MD5,EL,2016-07-01,3.5
SCA,PCH_PRE,B-E,D1_D4_MD5,EL,2016-10-01,-0.7
SCA,PCH_PRE,B-E,D1_D4_MD5,EL,2017-01-01,-2.6
SCA,PCH_PRE,B-E,D1_D4_MD5,EL,2017-04-01,0.6
SCA,PCH_PRE,B-E,D1_D4_MD5,EL,2017-07-01,3.9
SCA,PCH_PRE,B-E,D1_D4_MD5,EL,2017-10-01,-1.1
SCA,PCH_PRE,B-E,D1_D4_MD5,EL,2018-01-01,-0.5
SCA,PCH_PRE,B-E,D1_D4_MD5,EL,2018-04-01,2.1
SCA,PCH_PRE,B-E,D1_D4_MD5,ES,2015-07-01,0.3
SCA,PCH_PRE,B-E,D1_D4_MD5,ES,2015-10-01,-0.1
SCA,PCH_PRE,B-E,D1_D4_MD5,ES,2016-01-01,0.0
SCA,PCH_PRE,B-E,D1_D4_MD5,ES,2016-04-01,0.0
SCA,PCH_PRE,B-E,D1_D4_MD5,ES,2016-07-01,0.4
SCA,PCH_PRE,B-E,D1_D4_MD5,ES,2016-10-01,0.1
SCA,PCH_PRE,B-E,D1_D4_MD5,ES,2017-01-01,0.1
SCA,PCH_PRE,B-E,D1_D4_MD5,ES,2017-04-01,0.3
SCA,PCH_PRE,B-E,D1_D4_MD5,ES,2017-07-01,-0.2
SCA,PCH_PRE,B-E,D1_D4_MD5,ES,2017-10-01,0.4
SCA,PCH_PRE,B-E,D1_D4_MD5,ES,2018-01-01,0.1
SCA,PCH_PRE,B-E,D1_D4_MD5,ES,2018-04-01,0.2
SCA,PCH_PRE,B-E,D1_D4_MD5,EU,2015-07-01,0.2
SCA,PCH_PRE,B-E,D1_D4_MD5,EU,2015-10-01,0.5
SCA,PCH_PRE,B-E,D1_D4_MD5,EU,2016-01-01,0.6
SCA,PCH_PRE,B-E,D1_D4_MD5,EU,2016-04-01,0.0
SCA,PCH_PRE,B-E,D1_D4_MD5,EU,2016-07-01,0.8
SCA,PCH_PRE,B-E,D1_D4_MD5,EU,2016-10-01,0.4
SCA,PCH_PRE,B-E,D1_D4_MD5,EU,2017-01-01,0.4
SCA,PCH_PRE,B-E,D1_D4_MD5,EU,2017-04-01,0.8
SCA,PCH_PRE,B-E,D1_D4_MD5,EU,2017-07-01,0.6
SCA,PCH_PRE,B-E,D1_D4_MD5,EU,2017-10-01,0.7
SCA,PCH_PRE,B-E,D1_D4_MD5,EU,2018-01-01,0.8
SCA,PCH_PRE,B-E,D1_D4_MD5,EU,2018-04-01,0.6
SCA,PCH_PRE,B-E,D1_D4_MD5,EU28,2015-07-01,0.2
SCA,PCH_PRE,B-E,D1_D4_MD5,EU28,2015-10-01,0.5
SCA,PCH_PRE,B-E,D1_D4_MD5,EU28,2016-01-01,0.6
SCA,PCH_PRE,B-E,D1_D4_MD5,EU28,2016-04-01,0.1
SCA,PCH_PRE,B-E,D1_D4_MD5,EU28,2016-07-01,0.8
SCA,PCH_PRE,B-E,D1_D4_MD5,EU28,2016-10-01,0.4
SCA,PCH_PRE,B-E,D1_D4_MD5,EU28,2017-01-01,0.4
SCA,PCH_PRE,B-E,D1_D4_MD5,EU28,2017-04-01,0.8
SCA,PCH_PRE,B-E,D1_D4_MD5,EU28,2017-07-01,0.6
SCA,PCH_PRE,B-E,D1_D4_MD5,EU28,2017-10-01,0.7
SCA,PCH_PRE,B-E,D1_D4_MD5,EU28,2018-01-01,0.8
SCA,PCH_PRE,B-E,D1_D4_MD5,EU28,2018-04-01,0.6
SCA,PCH_PRE,B-E,D1_D4_MD5,FI,2015-07-01,-0.4
SCA,PCH_PRE,B-E,D1_D4_MD5,FI,2015-10-01,0.7
SCA,PCH_PRE,B-E,D1_D4_MD5,FI,2016-01-01,0.2
SCA,PCH_PRE,B-E,D1_D4_MD5,FI,2016-04-01,-1.4
SCA,PCH_PRE,B-E,D1_D4_MD5,FI,2016-07-01,3.5
SCA,PCH_PRE,B-E,D1_D4_MD5,FI,2016-10-01,-2.3
SCA,PCH_PRE,B-E,D1_D4_MD5,FI,2017-01-01,-1.4
SCA,PCH_PRE,B-E,D1_D4_MD5,FI,2017-04-01,0.0
SCA,PCH_PRE,B-E,D1_D4_MD5,FI,2017-07-01,-1.1
SCA,PCH_PRE,B-E,D1_D4_MD5,FI,2017-10-01,1.0
SCA,PCH_PRE,B-E,D1_D4_MD5,FI,2018-01-01,0.5
SCA,PCH_PRE,B-E,D1_D4_MD5,FI,2018-04-01,1.6
SCA,PCH_PRE,B-E,D1_D4_MD5,FR,2015-07-01,0.4
SCA,PCH_PRE,B-E,D1_D4_MD5,FR,2015-10-01,0.7
SCA,PCH_PRE,B-E,D1_D4_MD5,FR,2016-01-01,0.8
SCA,PCH_PRE,B-E,D1_D4_MD5,FR,2016-04-01,-0.4
SCA,PCH_PRE,B-E,D1_D4_MD5,FR,2016-07-01,0.2
SCA,PCH_PRE,B-E,D1_D4_MD5,FR,2016-10-01,0.5
SCA,PCH_PRE,B-E,D1_D4_MD5,FR,2017-01-01,0.7
SCA,PCH_PRE,B-E,D1_D4_MD5,FR,2017-04-01,0.5
SCA,PCH_PRE,B-E,D1_D4_MD5,FR,2017-07-01,0.5
SCA,PCH_PRE,B-E,D1_D4_MD5,FR,2017-10-01,0.1
SCA,PCH_PRE,B-E,D1_D4_MD5,FR,2018-01-01,1.4
SCA,PCH_PRE,B-E,D1_D4_MD5,FR,2018-04-01,0.4
SCA,PCH_PRE,B-E,D1_D4_MD5,HR,2015-07-01,0.7
SCA,PCH_PRE,B-E,D1_D4_MD5,HR,2015-10-01,1.4
SCA,PCH_PRE,B-E,D1_D4_MD5,HR,2016-01-01,0.6
SCA,PCH_PRE,B-E,D1_D4_MD5,HR,2016-04-01,-0.5
SCA,PCH_PRE,B-E,D1_D4_MD5,HR,2016-07-01,1.8
SCA,PCH_PRE,B-E,D1_D4_MD5,HR,2016-10-01,2.6
SCA,PCH_PRE,B-E,D1_D4_MD5,HR,2017-01-01,1.3
SCA,PCH_PRE,B-E,D1_D4_MD5,HR,2017-04-01,-0.8
SCA,PCH_PRE,B-E,D1_D4_MD5,HR,2017-07-01,1.8
SCA,PCH_PRE,B-E,D1_D4_MD5,HR,2017-10-01,1.1
SCA,PCH_PRE,B-E,D1_D4_MD5,HR,2018-01-01,4.1
SCA,PCH_PRE,B-E,D1_D4_MD5,HR,2018-04-01,3.7
SCA,PCH_PRE,B-E,D1_D4_MD5,HU,2015-07-01,0.5
SCA,PCH_PRE,B-E,D1_D4_MD5,HU,2015-10-01,1.5
SCA,PCH_PRE,B-E,D1_D4_MD5,HU,2016-01-01,0.7
SCA,PCH_PRE,B-E,D1_D4_MD5,HU,2016-04-01,1.1
SCA,PCH_PRE,B-E,D1_D4_MD5,HU,2016-07-01,2.6
SCA,PCH_PRE,B-E,D1_D4_MD5,HU,2016-10-01,2.1
SCA,PCH_PRE,B-E,D1_D4_MD5,HU,2017-01-01,1.2
SCA,PCH_PRE,B-E,D1_D4_MD5,HU,2017-04-01,2.8
SCA,PCH_PRE,B-E,D1_D4_MD5,HU,2017-07-01,2.1
SCA,PCH_PRE,B-E,D1_D4_MD5,HU,2017-10-01,2.0
SCA,PCH_PRE,B-E,D1_D4_MD5,HU,2018-01-01,1.9
SCA,PCH_PRE,B-E,D1_D4_MD5,HU,2018-04-01,2.2
SCA,PCH_PRE,B-E,D1_D4_MD5,IE,2015-07-01,0.2
SCA,PCH_PRE,B-E,D1_D4_MD5,IE,2015-10-01,1.0
SCA,PCH_PRE,B-E,D1_D4_MD5,IE,2016-01-01,0.8
SCA,PCH_PRE,B-E,D1_D4_MD5,IE,2016-04-01,-0.5
SCA,PCH_PRE,B-E,D1_D4_MD5,IE,2016-07-01,0.6
SCA,PCH_PRE,B-E,D1_D4_MD5,IE,2016-10-01,1.3
SCA,PCH_PRE,B-E,D1_D4_MD5,IE,2017-01-01,-0.4
SCA,PCH_PRE,B-E,D1_D4_MD5,IE,2017-04-01,-0.5
SCA,PCH_PRE,B-E,D1_D4_MD5,IE,2017-07-01,1.1
SCA,PCH_PRE,B-E,D1_D4_MD5,IE,2017-10-01,1.1
SCA,PCH_PRE,B-E,D1_D4_MD5,IE,2018-01-01,0.9
SCA,PCH_PRE,B-E,D1_D4_MD5,IE,2018-04-01,-0.8
SCA,PCH_PRE,B-E,D1_D4_MD5,IT,2015-07-01,-0.8
SCA,PCH_PRE,B-E,D1_D4_MD5,IT,2015-10-01,0.5
SCA,PCH_PRE,B-E,D1_D4_MD5,IT,2016-01-01,-1.6
SCA,PCH_PRE,B-E,D1_D4_MD5,IT,2016-04-01,0.1
SCA,PCH_PRE,B-E,D1_D4_MD5,IT,2016-07-01,0.4
SCA,PCH_PRE,B-E,D1_D4_MD5,IT,2016-10-01,1.3
SCA,PCH_PRE,B-E,D1_D4_MD5,IT,2017-01-01,-0.8
SCA,PCH_PRE,B-E,D1_D4_MD5,IT,2017-04-01,-0.7
SCA,PCH_PRE,B-E,D1_D4_MD5,IT,2017-07-01,0.7
SCA,PCH_PRE,B-E,D1_D4_MD5,IT,2017-10-01,-0.8
SCA,PCH_PRE,B-E,D1_D4_MD5,IT,2018-01-01,1.5
SCA,PCH_PRE,B-E,D1_D4_MD5,IT,2018-04-01,0.8
SCA,PCH_PRE,B-E,D1_D4_MD5,LT,2015-07-01,2.2
SCA,PCH_PRE,B-E,D1_D4_MD5,LT,2015-10-01,1.7
SCA,PCH_PRE,B-E,D1_D4_MD5,LT,2016-01-01,2.1
SCA,PCH_PRE,B-E,D1_D4_MD5,LT,2016-04-01,2.3
SCA,PCH_PRE,B-E,D1_D4_MD5,LT,2016-07-01,2.4
SCA,PCH_PRE,B-E,D1_D4_MD5,LT,2016-10-01,2.9
SCA,PCH_PRE,B-E,D1_D4_MD5,LT,2017-01-01,1.9
SCA,PCH_PRE,B-E,D1_D4_MD5,LT,2017-04-01,1.9
SCA,PCH_PRE,B-E,D1_D4_MD5,LT,2017-07-01,1.8
SCA,PCH_PRE,B-E,D1_D4_MD5,LT,2017-10-01,2.0
SCA,PCH_PRE,B-E,D1_D4_MD5,LT,2018-01-01,1.6
SCA,PCH_PRE,B-E,D1_D4_MD5,LT,2018-04-01,2.8
SCA,PCH_PRE,B-E,D1_D4_MD5,LU,2015-07-01,-0.3
SCA,PCH_PRE,B-E,D1_D4_MD5,LU,2015-10-01,-0.7
SCA,PCH_PRE,B-E,D1_D4_MD5,LU,2016-01-01,0.8
SCA,PCH_PRE,B-E,D1_D4_MD5,LU,2016-04-01,-1.0
SCA,PCH_PRE,B-E,D1_D4_MD5,LU,2016-07-01,1.0
SCA,PCH_PRE,B-E,D1_D4_MD5,LU,2016-10-01,0.9
SCA,PCH_PRE,B-E,D1_D4_MD5,LU,2017-01-01,0.4
SCA,PCH_PRE,B-E,D1_D4_MD5,LU,2017-04-01,0.9
SCA,PCH_PRE,B-E,D1_D4_MD5,LU,2017-07-01,0.5
SCA,PCH_PRE,B-E,D1_D4_MD5,LU,2017-10-01,0.0
SCA,PCH_PRE,B-E,D1_D4_MD5,LU,2018-01-01,-0.3
SCA,PCH_PRE,B-E,D1_D4_MD5,LU,2018-04-01,0.6
SCA,PCH_PRE,B-E,D1_D4_MD5,LV,2015-07-01,1.8
SCA,PCH_PRE,B-E,D1_D4_MD5,LV,2015-10-01,1.8
SCA,PCH_PRE,B-E,D1_D4_MD5,LV,2016-01-01,1.4
SCA,PCH_PRE,B-E,D1_D4_MD5,LV,2016-04-01,2.0
SCA,PCH_PRE,B-E,D1_D4_MD5,LV,2016-07-01,2.9
SCA,PCH_PRE,B-E,D1_D4_MD5,LV,2016-10-01,2.9
SCA,PCH_PRE,B-E,D1_D4_MD5,LV,2017-01-01,-0.6
SCA,PCH_PRE,B-E,D1_D4_MD5,LV,2017-04-01,2.5
SCA,PCH_PRE,B-E,D1_D4_MD5,LV,2017-07-01,0.7
SCA,PCH_PRE,B-E,D1_D4_MD5,LV,2017-10-01,5.9
SCA,PCH_PRE,B-E,D1_D4_MD5,LV,2018-01-01,2.8
SCA,PCH_PRE,B-E,D1_D4_MD5,LV,2018-04-01,2.1
SCA,PCH_PRE,B-E,D1_D4_MD5,MT,2015-07-01,2.7
SCA,PCH_PRE,B-E,D1_D4_MD5,MT,2015-10-01,0.9
SCA,PCH_PRE,B-E,D1_D4_MD5,MT,2016-01-01,-5.1
SCA,PCH_PRE,B-E,D1_D4_MD5,MT,2016-04-01,-3.9
SCA,PCH_PRE,B-E,D1_D4_MD5,MT,2016-07-01,7.0
SCA,PCH_PRE,B-E,D1_D4_MD5,MT,2016-10-01,6.2
SCA,PCH_PRE,B-E,D1_D4_MD5,MT,2017-01-01,-4.0
SCA,PCH_PRE,B-E,D1_D4_MD5,MT,2017-04-01,0.7
SCA,PCH_PRE,B-E,D1_D4_MD5,MT,2017-07-01,1.3
SCA,PCH_PRE,B-E,D1_D4_MD5,MT,2017-10-01,-2.8
SCA,PCH_PRE,B-E,D1_D4_MD5,MT,2018-01-01,-2.8
SCA,PCH_PRE,B-E,D1_D4_MD5,MT,2018-04-01,4.8
SCA,PCH_PRE,B-E,D1_D4_MD5,NL,2015-07-01,-0.2
SCA,PCH_PRE,B-E,D1_D4_MD5,NL,2015-10-01,0.4
SCA,PCH_PRE,B-E,D1_D4_MD5,NL,2016-01-01,1.2
SCA,PCH_PRE,B-E,D1_D4_MD5,NL,2016-04-01,-0.3
SCA,PCH_PRE,B-E,D1_D4_MD5,NL,2016-07-01,1.1
SCA,PCH_PRE,B-E,D1_D4_MD5,NL,2016-10-01,-0.7
SCA,PCH_PRE,B-E,D1_D4_MD5,NL,2017-01-01,0.4
SCA,PCH_PRE,B-E,D1_D4_MD5,NL,2017-04-01,1.1
SCA,PCH_PRE,B-E,D1_D4_MD5,NL,2017-07-01,0.7
SCA,PCH_PRE,B-E,D1_D4_MD5,NL,2017-10-01,0.8
SCA,PCH_PRE,B-E,D1_D4_MD5,NL,2018-01-01,0.8
SCA,PCH_PRE,B-E,D1_D4_MD5,NL,2018-04-01,
SCA,PCH_PRE,B-E,D1_D4_MD5,NO,2015-07-01,0.4
SCA,PCH_PRE,B-E,D1_D4_MD5,NO,2015-10-01,0.9
SCA,PCH_PRE,B-E,D1_D4_MD5,NO,2016-01-01,1.0
SCA,PCH_PRE,B-E,D1_D4_MD5,NO,2016-04-01,0.1
SCA,PCH_PRE,B-E,D1_D4_MD5,NO,2016-07-01,-1.1
SCA,PCH_PRE,B-E,D1_D4_MD5,NO,2016-10-01,1.4
SCA,PCH_PRE,B-E,D1_D4_MD5,NO,2017-01-01,0.9
SCA,PCH_PRE,B-E,D1_D4_MD5,NO,2017-04-01,0.0
SCA,PCH_PRE,B-E,D1_D4_MD5,NO,2017-07-01,-0.3
SCA,PCH_PRE,B-E,D1_D4_MD5,NO,2017-10-01,1.6
SCA,PCH_PRE,B-E,D1_D4_MD5,NO,2018-01-01,1.9
SCA,PCH_PRE,B-E,D1_D4_MD5,NO,2018-04-01,-0.6
SCA,PCH_PRE,B-E,D1_D4_MD5,PL,2015-07-01,1.8
SCA,PCH_PRE,B-E,D1_D4_MD5,PL,2015-10-01,-0.1
SCA,PCH_PRE,B-E,D1_D4_MD5,PL,2016-01-01,1.9
SCA,PCH_PRE,B-E,D1_D4_MD5,PL,2016-04-01,-1.7
SCA,PCH_PRE,B-E,D1_D4_MD5,PL,2016-07-01,4.7
SCA,PCH_PRE,B-E,D1_D4_MD5,PL,2016-10-01,-0.5
SCA,PCH_PRE,B-E,D1_D4_MD5,PL,2017-01-01,1.7
SCA,PCH_PRE,B-E,D1_D4_MD5,PL,2017-04-01,3.5
SCA,PCH_PRE,B-E,D1_D4_MD5,PL,2017-07-01,0.1
SCA,PCH_PRE,B-E,D1_D4_MD5,PL,2017-10-01,1.8
SCA,PCH_PRE,B-E,D1_D4_MD5,PL,2018-01-01,2.8
SCA,PCH_PRE,B-E,D1_D4_MD5,PL,2018-04-01,1.4
SCA,PCH_PRE,B-E,D1_D4_MD5,PT,2015-07-01,1.1
SCA,PCH_PRE,B-E,D1_D4_MD5,PT,2015-10-01,0.4
SCA,PCH_PRE,B-E,D1_D4_MD5,PT,2016-01-01,-0.5
SCA,PCH_PRE,B-E,D1_D4_MD5,PT,2016-04-01,0.9
SCA,PCH_PRE,B-E,D1_D4_MD5,PT,2016-07-01,0.3
SCA,PCH_PRE,B-E,D1_D4_MD5,PT,2016-10-01,0.3
SCA,PCH_PRE,B-E,D1_D4_MD5,PT,2017-01-01,1.6
SCA,PCH_PRE,B-E,D1_D4_MD5,PT,2017-04-01,-0.7
SCA,PCH_PRE,B-E,D1_D4_MD5,PT,2017-07-01,0.7
SCA,PCH_PRE,B-E,D1_D4_MD5,PT,2017-10-01,0.3
SCA,PCH_PRE,B-E,D1_D4_MD5,PT,2018-01-01,0.3
SCA,PCH_PRE,B-E,D1_D4_MD5,PT,2018-04-01,1.6
SCA,PCH_PRE,B-E,D1_D4_MD5,RO,2015-07-01,1.5
SCA,PCH_PRE,B-E,D1_D4_MD5,RO,2015-10-01,2.9
SCA,PCH_PRE,B-E,D1_D4_MD5,RO,2016-01-01,0.5
SCA,PCH_PRE,B-E,D1_D4_MD5,RO,2016-04-01,3.5
SCA,PCH_PRE,B-E,D1_D4_MD5,RO,2016-07-01,2.1
SCA,PCH_PRE,B-E,D1_D4_MD5,RO,2016-10-01,3.0
SCA,PCH_PRE,B-E,D1_D4_MD5,RO,2017-01-01,4.4
SCA,PCH_PRE,B-E,D1_D4_MD5,RO,2017-04-01,4.1
SCA,PCH_PRE,B-E,D1_D4_MD5,RO,2017-07-01,0.1
SCA,PCH_PRE,B-E,D1_D4_MD5,RO,2017-10-01,3.6
