unit,sex,age,isced11,geotime,date,value
PC,T,Y15-24,TOTAL,EU27,2010-01-01,21
PC,T,Y15-24,TOTAL,EU27,2011-01-01,21
PC,T,Y15-24,TOTAL,EU27,2012-01-01,23
PC,T,Y15-24,TOTAL,EU27,2013-01-01,
PC,T,Y15-24,TOTAL,EU27,2014-01-01,22
PC,T,Y15-24,TOTAL,EU27,2015-01-01,20
PC,T,Y15-24,TOTAL,EU27,2016-01-01,18
PC,T,Y15-24,TOTAL,EU27,2017-01-01,16
PC,T,Y15-24,TOTAL,EU28,2005-01-01,18
PC,T,Y15-24,TOTAL,EU28,2006-01-01,17
PC,T,Y15-24,TOTAL,EU28,2007-01-01,15
PC,T,Y15-24,TOTAL,EU28,2008-01-01,15
PC,T,Y15-24,TOTAL,EU28,2009-01-01,19
PC,T,Y15-24,TOTAL,EU28,2010-01-01,21
PC,T,Y15-24,TOTAL,EU28,2011-01-01,21
PC,T,Y15-24,TOTAL,EU28,2012-01-01,23
PC,T,Y15-24,TOTAL,EU28,2013-01-01,
PC,T,Y15-24,TOTAL,EU28,2014-01-01,22
PC,T,Y15-24,TOTAL,EU28,2015-01-01,20
PC,T,Y15-24,TOTAL,EU28,2016-01-01,18
PC,T,Y15-24,TOTAL,EU28,2017-01-01,16
PC,T,Y15-24,TOTAL,FI,2005-01-01,20
PC,T,Y15-24,TOTAL,FI,2006-01-01,18
PC,T,Y15-24,TOTAL,FI,2007-01-01,16
PC,T,Y15-24,TOTAL,FI,2008-01-01,16
PC,T,Y15-24,TOTAL,FI,2009-01-01,21
PC,T,Y15-24,TOTAL,FI,2010-01-01,21
PC,T,Y15-24,TOTAL,FI,2011-01-01,20
PC,T,Y15-24,TOTAL,FI,2012-01-01,19
PC,T,Y15-24,TOTAL,FI,2013-01-01,
PC,T,Y15-24,TOTAL,FI,2014-01-01,20
PC,T,Y15-24,TOTAL,FI,2015-01-01,22
PC,T,Y15-24,TOTAL,FI,2016-01-01,20
PC,T,Y15-24,TOTAL,FI,2017-01-01,20
PC,T,Y15-24,TOTAL,FR,2005-01-01,20
PC,T,Y15-24,TOTAL,FR,2006-01-01,21
PC,T,Y15-24,TOTAL,FR,2007-01-01,18
PC,T,Y15-24,TOTAL,FR,2008-01-01,18
PC,T,Y15-24,TOTAL,FR,2009-01-01,22
PC,T,Y15-24,TOTAL,FR,2010-01-01,22
PC,T,Y15-24,TOTAL,FR,2011-01-01,21
PC,T,Y15-24,TOTAL,FR,2012-01-01,23
PC,T,Y15-24,TOTAL,FR,2013-01-01,
PC,T,Y15-24,TOTAL,FR,2014-01-01,24
PC,T,Y15-24,TOTAL,FR,2015-01-01,24
PC,T,Y15-24,TOTAL,FR,2016-01-01,24
PC,T,Y15-24,TOTAL,FR,2017-01-01,22
PC,T,Y15-24,TOTAL,HR,2005-01-01,32
PC,T,Y15-24,TOTAL,HR,2006-01-01,28
PC,T,Y15-24,TOTAL,HR,2007-01-01,25
PC,T,Y15-24,TOTAL,HR,2008-01-01,23
PC,T,Y15-24,TOTAL,HR,2009-01-01,25
PC,T,Y15-24,TOTAL,HR,2010-01-01,32
PC,T,Y15-24,TOTAL,HR,2011-01-01,36
PC,T,Y15-24,TOTAL,HR,2012-01-01,42
PC,T,Y15-24,TOTAL,HR,2013-01-01,
PC,T,Y15-24,TOTAL,HR,2014-01-01,45
PC,T,Y15-24,TOTAL,HR,2015-01-01,42
PC,T,Y15-24,TOTAL,HR,2016-01-01,31
PC,T,Y15-24,TOTAL,HR,2017-01-01,27
PC,T,Y15-24,TOTAL,HU,2005-01-01,19
PC,T,Y15-24,TOTAL,HU,2006-01-01,19
PC,T,Y15-24,TOTAL,HU,2007-01-01,18
PC,T,Y15-24,TOTAL,HU,2008-01-01,19
PC,T,Y15-24,TOTAL,HU,2009-01-01,26
PC,T,Y15-24,TOTAL,HU,2010-01-01,26
PC,T,Y15-24,TOTAL,HU,2011-01-01,26
PC,T,Y15-24,TOTAL,HU,2012-01-01,28
PC,T,Y15-24,TOTAL,HU,2013-01-01,
PC,T,Y15-24,TOTAL,HU,2014-01-01,20
PC,T,Y15-24,TOTAL,HU,2015-01-01,17
PC,T,Y15-24,TOTAL,HU,2016-01-01,12
PC,T,Y15-24,TOTAL,HU,2017-01-01,10
PC,T,Y15-24,TOTAL,IE,2005-01-01,8
PC,T,Y15-24,TOTAL,IE,2006-01-01,8
PC,T,Y15-24,TOTAL,IE,2007-01-01,9
PC,T,Y15-24,TOTAL,IE,2008-01-01,13
PC,T,Y15-24,TOTAL,IE,2009-01-01,24
PC,T,Y15-24,TOTAL,IE,2010-01-01,28
PC,T,Y15-24,TOTAL,IE,2011-01-01,29
PC,T,Y15-24,TOTAL,IE,2012-01-01,30
PC,T,Y15-24,TOTAL,IE,2013-01-01,
PC,T,Y15-24,TOTAL,IE,2014-01-01,23
PC,T,Y15-24,TOTAL,IE,2015-01-01,20
PC,T,Y15-24,TOTAL,IE,2016-01-01,16
PC,T,Y15-24,TOTAL,IE,2017-01-01,14
PC,T,Y15-24,TOTAL,IS,2005-01-01,7
PC,T,Y15-24,TOTAL,IS,2006-01-01,8
PC,T,Y15-24,TOTAL,IS,2007-01-01,7
PC,T,Y15-24,TOTAL,IS,2008-01-01,8
PC,T,Y15-24,TOTAL,IS,2009-01-01,15
PC,T,Y15-24,TOTAL,IS,2010-01-01,16
PC,T,Y15-24,TOTAL,IS,2011-01-01,14
PC,T,Y15-24,TOTAL,IS,2012-01-01,13
PC,T,Y15-24,TOTAL,IS,2013-01-01,
PC,T,Y15-24,TOTAL,IS,2014-01-01,9
PC,T,Y15-24,TOTAL,IS,2015-01-01,8
PC,T,Y15-24,TOTAL,IS,2016-01-01,6
PC,T,Y15-24,TOTAL,IS,2017-01-01,7
PC,T,Y15-24,TOTAL,IT,2005-01-01,24
PC,T,Y15-24,TOTAL,IT,2006-01-01,21
PC,T,Y15-24,TOTAL,IT,2007-01-01,20
PC,T,Y15-24,TOTAL,IT,2008-01-01,21
PC,T,Y15-24,TOTAL,IT,2009-01-01,25
PC,T,Y15-24,TOTAL,IT,2010-01-01,27
PC,T,Y15-24,TOTAL,IT,2011-01-01,29
PC,T,Y15-24,TOTAL,IT,2012-01-01,35
PC,T,Y15-24,TOTAL,IT,2013-01-01,
PC,T,Y15-24,TOTAL,IT,2014-01-01,42
PC,T,Y15-24,TOTAL,IT,2015-01-01,40
PC,T,Y15-24,TOTAL,IT,2016-01-01,37
PC,T,Y15-24,TOTAL,IT,2017-01-01,34
PC,T,Y15-24,TOTAL,LT,2005-01-01,15
PC,T,Y15-24,TOTAL,LT,2006-01-01,10
PC,T,Y15-24,TOTAL,LT,2007-01-01,8
PC,T,Y15-24,TOTAL,LT,2008-01-01,13
PC,T,Y15-24,TOTAL,LT,2009-01-01,29
PC,T,Y15-24,TOTAL,LT,2010-01-01,35
PC,T,Y15-24,TOTAL,LT,2011-01-01,32
PC,T,Y15-24,TOTAL,LT,2012-01-01,26
PC,T,Y15-24,TOTAL,LT,2013-01-01,
PC,T,Y15-24,TOTAL,LT,2014-01-01,19
PC,T,Y15-24,TOTAL,LT,2015-01-01,16
PC,T,Y15-24,TOTAL,LT,2016-01-01,14
PC,T,Y15-24,TOTAL,LT,2017-01-01,13
PC,T,Y15-24,TOTAL,LU,2005-01-01,13
PC,T,Y15-24,TOTAL,LU,2006-01-01,16
PC,T,Y15-24,TOTAL,LU,2007-01-01,15
PC,T,Y15-24,TOTAL,LU,2008-01-01,17
PC,T,Y15-24,TOTAL,LU,2009-01-01,17
PC,T,Y15-24,TOTAL,LU,2010-01-01,14
PC,T,Y15-24,TOTAL,LU,2011-01-01,16
PC,T,Y15-24,TOTAL,LU,2012-01-01,18
PC,T,Y15-24,TOTAL,LU,2013-01-01,
PC,T,Y15-24,TOTAL,LU,2014-01-01,22
PC,T,Y15-24,TOTAL,LU,2015-01-01,17
PC,T,Y15-24,TOTAL,LU,2016-01-01,18
PC,T,Y15-24,TOTAL,LU,2017-01-01,15
PC,T,Y15-24,TOTAL,LV,2005-01-01,15
PC,T,Y15-24,TOTAL,LV,2006-01-01,13
PC,T,Y15-24,TOTAL,LV,2007-01-01,10
PC,T,Y15-24,TOTAL,LV,2008-01-01,13
PC,T,Y15-24,TOTAL,LV,2009-01-01,33
PC,T,Y15-24,TOTAL,LV,2010-01-01,36
PC,T,Y15-24,TOTAL,LV,2011-01-01,31
PC,T,Y15-24,TOTAL,LV,2012-01-01,28
PC,T,Y15-24,TOTAL,LV,2013-01-01,
PC,T,Y15-24,TOTAL,LV,2014-01-01,19
PC,T,Y15-24,TOTAL,LV,2015-01-01,16
PC,T,Y15-24,TOTAL,LV,2016-01-01,17
PC,T,Y15-24,TOTAL,LV,2017-01-01,17
PC,T,Y15-24,TOTAL,ME,2005-01-01,
PC,T,Y15-24,TOTAL,ME,2006-01-01,
PC,T,Y15-24,TOTAL,ME,2007-01-01,
PC,T,Y15-24,TOTAL,ME,2008-01-01,
PC,T,Y15-24,TOTAL,ME,2009-01-01,
PC,T,Y15-24,TOTAL,ME,2010-01-01,
PC,T,Y15-24,TOTAL,ME,2011-01-01,36
PC,T,Y15-24,TOTAL,ME,2012-01-01,42
PC,T,Y15-24,TOTAL,ME,2013-01-01,
PC,T,Y15-24,TOTAL,ME,2014-01-01,35
PC,T,Y15-24,TOTAL,ME,2015-01-01,37
PC,T,Y15-24,TOTAL,ME,2016-01-01,35
PC,T,Y15-24,TOTAL,ME,2017-01-01,31
PC,T,Y15-24,TOTAL,MK,2005-01-01,
PC,T,Y15-24,TOTAL,MK,2006-01-01,59
PC,T,Y15-24,TOTAL,MK,2007-01-01,57
PC,T,Y15-24,TOTAL,MK,2008-01-01,56
PC,T,Y15-24,TOTAL,MK,2009-01-01,55
PC,T,Y15-24,TOTAL,MK,2010-01-01,53
PC,T,Y15-24,TOTAL,MK,2011-01-01,55
PC,T,Y15-24,TOTAL,MK,2012-01-01,53
PC,T,Y15-24,TOTAL,MK,2013-01-01,
PC,T,Y15-24,TOTAL,MK,2014-01-01,53
PC,T,Y15-24,TOTAL,MK,2015-01-01,47
PC,T,Y15-24,TOTAL,MK,2016-01-01,48
PC,T,Y15-24,TOTAL,MK,2017-01-01,46
PC,T,Y15-24,TOTAL,MT,2005-01-01,16
PC,T,Y15-24,TOTAL,MT,2006-01-01,15
PC,T,Y15-24,TOTAL,MT,2007-01-01,13
PC,T,Y15-24,TOTAL,MT,2008-01-01,11
PC,T,Y15-24,TOTAL,MT,2009-01-01,14
PC,T,Y15-24,TOTAL,MT,2010-01-01,13
PC,T,Y15-24,TOTAL,MT,2011-01-01,13
PC,T,Y15-24,TOTAL,MT,2012-01-01,13
PC,T,Y15-24,TOTAL,MT,2013-01-01,
PC,T,Y15-24,TOTAL,MT,2014-01-01,11
PC,T,Y15-24,TOTAL,MT,2015-01-01,11
PC,T,Y15-24,TOTAL,MT,2016-01-01,10
PC,T,Y15-24,TOTAL,MT,2017-01-01,10
PC,T,Y15-24,TOTAL,NL,2005-01-01,8
PC,T,Y15-24,TOTAL,NL,2006-01-01,6
PC,T,Y15-24,TOTAL,NL,2007-01-01,5
PC,T,Y15-24,TOTAL,NL,2008-01-01,5
PC,T,Y15-24,TOTAL,NL,2009-01-01,6
PC,T,Y15-24,TOTAL,NL,2010-01-01,8
PC,T,Y15-24,TOTAL,NL,2011-01-01,10
PC,T,Y15-24,TOTAL,NL,2012-01-01,11
PC,T,Y15-24,TOTAL,NL,2013-01-01,
PC,T,Y15-24,TOTAL,NL,2014-01-01,12
PC,T,Y15-24,TOTAL,NL,2015-01-01,11
PC,T,Y15-24,TOTAL,NL,2016-01-01,10
PC,T,Y15-24,TOTAL,NL,2017-01-01,8
PC,T,Y15-24,TOTAL,NO,2005-01-01,11
PC,T,Y15-24,TOTAL,NO,2006-01-01,8
PC,T,Y15-24,TOTAL,NO,2007-01-01,7
PC,T,Y15-24,TOTAL,NO,2008-01-01,7
PC,T,Y15-24,TOTAL,NO,2009-01-01,9
PC,T,Y15-24,TOTAL,NO,2010-01-01,9
PC,T,Y15-24,TOTAL,NO,2011-01-01,8
PC,T,Y15-24,TOTAL,NO,2012-01-01,8
PC,T,Y15-24,TOTAL,NO,2013-01-01,
PC,T,Y15-24,TOTAL,NO,2014-01-01,7
PC,T,Y15-24,TOTAL,NO,2015-01-01,9
PC,T,Y15-24,TOTAL,NO,2016-01-01,11
PC,T,Y15-24,TOTAL,NO,2017-01-01,10
PC,T,Y15-24,TOTAL,PL,2005-01-01,36
PC,T,Y15-24,TOTAL,PL,2006-01-01,29
PC,T,Y15-24,TOTAL,PL,2007-01-01,21
PC,T,Y15-24,TOTAL,PL,2008-01-01,17
PC,T,Y15-24,TOTAL,PL,2009-01-01,20
PC,T,Y15-24,TOTAL,PL,2010-01-01,23
PC,T,Y15-24,TOTAL,PL,2011-01-01,25
PC,T,Y15-24,TOTAL,PL,2012-01-01,26
PC,T,Y15-24,TOTAL,PL,2013-01-01,
PC,T,Y15-24,TOTAL,PL,2014-01-01,23
PC,T,Y15-24,TOTAL,PL,2015-01-01,20
PC,T,Y15-24,TOTAL,PL,2016-01-01,17
PC,T,Y15-24,TOTAL,PL,2017-01-01,14
PC,T,Y15-24,TOTAL,PT,2005-01-01,16
PC,T,Y15-24,TOTAL,PT,2006-01-01,16
PC,T,Y15-24,TOTAL,PT,2007-01-01,16
PC,T,Y15-24,TOTAL,PT,2008-01-01,16
PC,T,Y15-24,TOTAL,PT,2009-01-01,20
PC,T,Y15-24,TOTAL,PT,2010-01-01,22
PC,T,Y15-24,TOTAL,PT,2011-01-01,30
PC,T,Y15-24,TOTAL,PT,2012-01-01,37
PC,T,Y15-24,TOTAL,PT,2013-01-01,
PC,T,Y15-24,TOTAL,PT,2014-01-01,34
PC,T,Y15-24,TOTAL,PT,2015-01-01,32
PC,T,Y15-24,TOTAL,PT,2016-01-01,28
PC,T,Y15-24,TOTAL,PT,2017-01-01,23
PC,T,Y15-24,TOTAL,RO,2005-01-01,20
PC,T,Y15-24,TOTAL,RO,2006-01-01,21
PC,T,Y15-24,TOTAL,RO,2007-01-01,20
PC,T,Y15-24,TOTAL,RO,2008-01-01,18
PC,T,Y15-24,TOTAL,RO,2009-01-01,20
PC,T,Y15-24,TOTAL,RO,2010-01-01,22
PC,T,Y15-24,TOTAL,RO,2011-01-01,23
PC,T,Y15-24,TOTAL,RO,2012-01-01,22
PC,T,Y15-24,TOTAL,RO,2013-01-01,
PC,T,Y15-24,TOTAL,RO,2014-01-01,24
PC,T,Y15-24,TOTAL,RO,2015-01-01,21
PC,T,Y15-24,TOTAL,RO,2016-01-01,20
PC,T,Y15-24,TOTAL,RO,2017-01-01,18
PC,T,Y15-24,TOTAL,SE,2005-01-01,22
PC,T,Y15-24,TOTAL,SE,2006-01-01,21
PC,T,Y15-24,TOTAL,SE,2007-01-01,19
PC,T,Y15-24,TOTAL,SE,2008-01-01,20
PC,T,Y15-24,TOTAL,SE,2009-01-01,25
PC,T,Y15-24,TOTAL,SE,2010-01-01,24
PC,T,Y15-24,TOTAL,SE,2011-01-01,22
PC,T,Y15-24,TOTAL,SE,2012-01-01,23
PC,T,Y15-24,TOTAL,SE,2013-01-01,
PC,T,Y15-24,TOTAL,SE,2014-01-01,22
PC,T,Y15-24,TOTAL,SE,2015-01-01,20
PC,T,Y15-24,TOTAL,SE,2016-01-01,18
PC,T,Y15-24,TOTAL,SE,2017-01-01,17
PC,T,Y15-24,TOTAL,SI,2005-01-01,15
PC,T,Y15-24,TOTAL,SI,2006-01-01,13
PC,T,Y15-24,TOTAL,SI,2007-01-01,10
PC,T,Y15-24,TOTAL,SI,2008-01-01,10
PC,T,Y15-24,TOTAL,SI,2009-01-01,13
PC,T,Y15-24,TOTAL,SI,2010-01-01,14
PC,T,Y15-24,TOTAL,SI,2011-01-01,15
PC,T,Y15-24,TOTAL,SI,2012-01-01,20
PC,T,Y15-24,TOTAL,SI,2013-01-01,
PC,T,Y15-24,TOTAL,SI,2014-01-01,20
PC,T,Y15-24,TOTAL,SI,2015-01-01,16
PC,T,Y15-24,TOTAL,SI,2016-01-01,15
PC,T,Y15-24,TOTAL,SI,2017-01-01,11
PC,T,Y15-24,TOTAL,SK,2005-01-01,30
PC,T,Y15-24,TOTAL,SK,2006-01-01,26
PC,T,Y15-24,TOTAL,SK,2007-01-01,20
PC,T,Y15-24,TOTAL,SK,2008-01-01,19
PC,T,Y15-24,TOTAL,SK,2009-01-01,27
PC,T,Y15-24,TOTAL,SK,2010-01-01,33
PC,T,Y15-24,TOTAL,SK,2011-01-01,33
PC,T,Y15-24,TOTAL,SK,2012-01-01,34
PC,T,Y15-24,TOTAL,SK,2013-01-01,
PC,T,Y15-24,TOTAL,SK,2014-01-01,29
PC,T,Y15-24,TOTAL,SK,2015-01-01,26
PC,T,Y15-24,TOTAL,SK,2016-01-01,22
PC,T,Y15-24,TOTAL,SK,2017-01-01,18
PC,T,Y15-24,TOTAL,TR,2005-01-01,
PC,T,Y15-24,TOTAL,TR,2006-01-01,16
PC,T,Y15-24,TOTAL,TR,2007-01-01,17
PC,T,Y15-24,TOTAL,TR,2008-01-01,18
PC,T,Y15-24,TOTAL,TR,2009-01-01,22
PC,T,Y15-24,TOTAL,TR,2010-01-01,19
PC,T,Y15-24,TOTAL,TR,2011-01-01,16
PC,T,Y15-24,TOTAL,TR,2012-01-01,15
PC,T,Y15-24,TOTAL,TR,2013-01-01,
PC,T,Y15-24,TOTAL,TR,2014-01-01,17
PC,T,Y15-24,TOTAL,TR,2015-01-01,18
PC,T,Y15-24,TOTAL,TR,2016-01-01,19
